node,straightness
49528636,0.8439832816885188
49528639,0.8393964936110437
49528641,0.837393307952856
49528645,0.8304744010974281
49528654,0.854637175035276
49528667,0.8383778296271289
49528670,0.8404290366797145
49528678,0.8296283314723906
49528695,0.8338570479406937
49528732,0.8717546351009855
49528763,0.8341183053590696
49528771,0.8300711141606852
49528793,0.8287286156056903
49528806,0.8308694284517992
49528862,0.8340775192191688
49528866,0.8272037455330631
49528877,0.8233297049377187
49528889,0.834489769868485
49528894,0.8397451320437244
49528921,0.8346604308862259
49528958,0.8375564301328752
49528976,0.8396640075786354
49528993,0.845006095744165
49528995,0.8487696167556867
49528997,0.8491555598878823
49529001,0.8433975539481373
49529013,0.8539167240066774
49529016,0.8483976219280264
49529028,0.8485670429270339
49529029,0.8410479538838025
49529035,0.8357544324686152
49529085,0.8378550224439526
49529105,0.8398433373853598
49529149,0.8335231633319246
49529152,0.8340272325492762
49529154,0.8335195431341778
49529178,0.8408821037943475
49529182,0.8421510501380732
49529191,0.8406259498789297
49529197,0.8384923670666129
49529210,0.8408028307791091
49529224,0.8310559368759196
49529236,0.8374773441834347
49529240,0.8740763125979646
49529242,0.8715168730676994
49529245,0.8340088748015874
49529275,0.8461420330570958
49529281,0.8560340958914276
49529285,0.8594543149663081
49529297,0.8627604193957921
49529299,0.8628155425261357
49529300,0.8617128776109878
49529306,0.8610149063981738
49529312,0.8661359289205883
49529318,0.8660170035619195
49529319,0.8657966120867867
49529322,0.8655261334028325
49529328,0.8649881865881501
49529329,0.8651240739487918
49529335,0.8505071494867602
49529337,0.8519240941896689
49529339,0.8497038852024834
49529344,0.8415374131147028
49529349,0.8395283578628491
49529369,0.8390577344972169
49529378,0.8431535555423613
49529389,0.8589042012760008
49529393,0.8572505562198782
49529395,0.8578076039458559
49529396,0.8577497784024567
49529398,0.8580142560672711
49529429,0.8492415844649029
49529432,0.8496158892191716
49529438,0.8334985544529264
49529458,0.8645963180092091
49529495,0.8675446896747023
49529499,0.8678591286596888
49529522,0.8502757881257151
49529526,0.8501046758814852
49529539,0.8365356243893998
49529554,0.8453627172889535
49529559,0.8441297673341297
49529571,0.8332720027187166
49529572,0.8329447442537136
49529582,0.8426485049725528
49529601,0.8408036862330893
49529607,0.8215287819712912
49529609,0.8352316226488299
49529611,0.8317065059437243
49529617,0.8284042151046915
49529620,0.8305373238997731
49529632,0.8316584496302677
49529635,0.835677125368448
49529641,0.8266895845429769
49529648,0.8511295070629205
49529660,0.7680433188353594
49529665,0.8105570279245587
49529668,0.812725929222635
49529690,0.8282990920567617
49529702,0.7743300961519993
49529771,0.8491636293396903
49529780,0.8476018841535381
49529784,0.8472951708225793
49529792,0.8477880495670727
49529844,0.8403126300726437
49529854,0.8323710393411071
49529914,0.8314532324149523
49529933,0.8239784369568427
49529936,0.847315326134324
49529947,0.8421233689775651
49529950,0.8319861849593514
49529954,0.847606807194199
49529996,0.8511588468164683
49530011,0.8431024201804949
49530031,0.8408250679839503
49530095,0.8447285578300044
49530096,0.8430212708417526
49530103,0.8421738291083752
49530105,0.8422872257806692
49530112,0.8448970466568482
49530122,0.8487346456549659
49530128,0.8490259259780848
49530147,0.8528189888703809
49530187,0.8317370933648519
49530190,0.8355518206566173
49530306,0.8536983107816034
49530314,0.8472191000556446
49530316,0.8407118926537993
49530324,0.8416088319719979
49530373,0.8498851985109274
49530378,0.8563986013616042
49530381,0.8505955360316185
49530384,0.8505287790791998
49530386,0.8537941120813323
49530391,0.85077150450422
49530399,0.8497998484778069
49530401,0.8460176652212105
49530406,0.8349051815573573
49530409,0.8443997253830539
49530424,0.8668435396482963
49530426,0.8615218456120142
49530513,0.8433725599827548
49530520,0.8366090874571628
49530575,0.8503200748223751
49530580,0.8442473991974012
49530600,0.8417024257004595
49530617,0.8371293136803712
49530625,0.8391781404201734
49530631,0.8474943567661759
49530633,0.8396115711051415
49530636,0.8393034335045009
49530667,0.8652113544851125
49530677,0.8314181695177051
49530682,0.8275891310253585
49530745,0.8778420558461987
49530750,0.8703365530930187
49530789,0.86015240427562
49530796,0.8582710528625398
49530814,0.8585104253773072
49530827,0.846802956841778
49530830,0.845796406688849
49530833,0.8451426720084209
49530841,0.8476996043259711
49530853,0.846596525571386
49530855,0.8468578467428022
49530862,0.8561486952647901
49530910,0.8549400877393937
49530920,0.8719510020917078
49530933,0.8698895786137262
49530940,0.8692626680852854
49530945,0.8630679743551584
49530949,0.862377579044663
49530952,0.8606878650978611
49530955,0.8617195644208496
49530984,0.8491722843552608
49531038,0.8234289791200577
49531064,0.8221161329645188
49531078,0.8521803436465193
49531081,0.851858807052975
49531083,0.8519325787130608
49531096,0.8281781110318617
49531098,0.8321966107118173
49531161,0.8445214305789116
49531198,0.8545826155826262
49531202,0.85151701655468
49531205,0.8485413792360789
49531207,0.8485378743722581
49531211,0.8454002273346738
49531230,0.8220199387224157
49531247,0.8188219532644153
49531266,0.8283159925199921
49531268,0.824928337422306
49531271,0.8491297695711159
49531284,0.8617809096729319
49531288,0.8644873602608256
49531291,0.8644077798066652
49531296,0.8631348152164688
49531298,0.8649957593581172
49531301,0.8649696702790132
49531312,0.8667833072250068
49531318,0.866891637162778
49531324,0.8437416352120765
49531326,0.8374578004744619
49531366,0.8488368203706316
49531403,0.8303564557878105
49531455,0.8126345067306742
49531475,0.8673739582354266
49531481,0.8676015444389193
49531484,0.8658199982962026
49531487,0.8644403632259144
49531515,0.8643492553811406
49531531,0.863255562057629
49531543,0.8653086445474865
49531549,0.8665714159722012
49531551,0.866237751256457
49531554,0.860644472537282
49531603,0.8423491913632977
49531623,0.8262251438367365
49531645,0.8264696866531169
49531694,0.8530028568050267
49531702,0.847023785862891
49531706,0.8462182118551611
49531714,0.8413078153252863
49531720,0.8532552200349091
49531724,0.8424960205525247
49531725,0.8422663872726668
49531731,0.8450343152911923
49531766,0.8368578819563208
49531849,0.8605390520007724
49531882,0.8437386351312317
49531925,0.8415337381420415
49532026,0.8211951463113011
49532066,0.8233899280228664
49532228,0.8402247542323609
49532247,0.8454398226023888
49532258,0.8447744633754578
49532274,0.8453443919538629
49532277,0.8462556390462775
49532281,0.8467117190807543
49532285,0.8464119220684307
49532449,0.8402995853312615
49532461,0.8345550822405982
49532543,0.8157771239400448
49532576,0.8201594988761273
49532585,0.8248635568542746
49532655,0.8598282078967509
49532660,0.8516361304890624
49532715,0.8403325867687558
49532799,0.8137563433741528
49532857,0.8083103768888835
49532938,0.8219498705577697
49532940,0.8202322806880997
49532941,0.816988516154626
49532949,0.8426555542042684
49532973,0.8408535480926932
49533001,0.84275242072558
49533012,0.8465998581676843
49533016,0.8456076198797273
49533018,0.8458499534325907
49533024,0.8301756307520545
49533129,0.8357010803191648
49533162,0.8499079806921047
49533169,0.844764752972574
49533201,0.8514173812924343
49533203,0.8512021196142464
49533205,0.8480633058398599
49533212,0.8436698351827389
49533235,0.8422727586497671
49533262,0.8419869895672646
49533293,0.8415549139835172
49533298,0.8506762015960971
49533306,0.8346271442661398
49533331,0.8459515310062308
49533348,0.8507676038943447
49533371,0.8577791156551382
49533407,0.8429810115537172
49533431,0.8489823943009609
49533437,0.8501724503439783
49533462,0.8563511685618649
49533484,0.8631678389243709
49533487,0.8629907558052825
49533493,0.8586145937351326
49533495,0.8545605428898422
49533548,0.8484941804635602
49533578,0.8480565440154918
49533609,0.8301853775894604
49533612,0.8294860122984332
49533632,0.8261150795371662
49533729,0.8318501138110117
49533809,0.8460438060530628
49533830,0.8438406553651231
49533848,0.845091552867859
49533851,0.8447044776314142
49533868,0.8404645053696966
49533886,0.8411443388053185
49533905,0.8375992176325806
49533911,0.8542814836212969
49533913,0.8517469233696457
49533948,0.8389084675817339
49533952,0.8359263313316133
49533980,0.8466468954389654
49534037,0.8452634226937895
49534049,0.8706184039862577
49534052,0.867000662733396
49534065,0.8293371371353159
49534068,0.8307313017087082
49534070,0.8343075236981992
49534072,0.8358536763539804
49534074,0.8361738732433858
49534080,0.8320346818041667
49534081,0.8282237332160974
49534083,0.8307160198240442
49534088,0.8386513233621984
49534092,0.8333856293168922
49534095,0.8315866544461133
49534103,0.8264132929302827
49534106,0.8255002074490712
49534108,0.8290817156953973
49534115,0.8302190831003108
49534124,0.821462562064967
49534134,0.820670382463499
49534137,0.8181406390150214
49534139,0.8401633027303731
49534143,0.8433720861807503
49534144,0.8419594412442338
49534150,0.8535971647273319
49534152,0.8531091698688639
49534153,0.8520917685441395
49534156,0.8583110166957814
49534158,0.8567110718905927
49534162,0.860027678182206
49534163,0.8601344326920567
49534171,0.8600261293115458
49534173,0.8606884197162686
49534179,0.8290047617047077
49534188,0.8331626796174867
49534197,0.8476098877468353
49534221,0.871394633283843
49534244,0.8420481545340897
49534246,0.83854409795801
49534248,0.8318096749170062
49534254,0.8347148146284481
49534257,0.826996976872108
49534265,0.8351384917097388
49534273,0.834136086921672
49534326,0.8269962954068824
49534331,0.8284920778245352
49534342,0.870301358714588
49534349,0.8373458605286156
49534350,0.8317297236358715
49534355,0.8347949354196827
49534364,0.8281113296861806
49534376,0.8285058454556585
49534443,0.8264895261477312
49534445,0.8217368848334472
49534530,0.8637130327827205
49534540,0.86445800458039
49534550,0.8295022843020337
49534560,0.8355341220686695
49534563,0.8482356277350329
49534565,0.8488882161057298
49534572,0.8495545815195183
49534597,0.8716697740002857
49534686,0.8711993892835644
49534703,0.8747919975347036
49534733,0.8713567966333738
49534748,0.8218692293536097
49534750,0.8286649658688142
49534771,0.8525527678506268
49534789,0.8511675261687177
49534810,0.8641906831428476
49534843,0.8440854527927933
49534845,0.8426414327074369
49534848,0.8393268068200037
49534850,0.8461886545626055
49534915,0.8396036035653934
49534934,0.8357305452131603
49534938,0.8420774575749328
49534946,0.8440682035934257
49534950,0.8444099922753358
49534952,0.8439352257660319
49534958,0.8446315305403377
49534972,0.8382277247139285
49534975,0.838801385959262
49534980,0.8382325674202771
49535021,0.8501241361121595
49535023,0.8456248040779767
49535040,0.8415309360368888
49535050,0.8388473209499309
49535054,0.797956794545291
49535058,0.7963629904913286
49535066,0.8362006859217707
49535073,0.8578414526791537
49535074,0.8583027376548537
49535097,0.8501402387107321
49535102,0.8501322945970319
49535109,0.848867585679248
49535112,0.8444960348853968
49535117,0.8436080780841048
49535124,0.8391171762526871
49535126,0.848751176648801
49535130,0.8431588773995294
49535133,0.8412629471183674
49535141,0.8338393740465936
49535145,0.8350182912694777
49535179,0.8281709103664613
49535180,0.8318585551786707
49535183,0.8335833454947005
49535186,0.8362104538344244
49535189,0.8322468647189895
49535211,0.8611681087119493
49535216,0.857922000861947
49535219,0.855148050380441
49535222,0.8504430799913619
49535229,0.8459059733991137
49535232,0.8206108178335826
49535257,0.8384078483014823
49535259,0.834053958204089
49535262,0.8365553199377994
49535265,0.8360748591907559
49535274,0.8761368739975619
49535293,0.8364386791850367
49535308,0.8401224273001919
49535337,0.8694816643892875
49535338,0.8638208268001023
49535343,0.8678177359101832
49535345,0.8613344097166603
49535347,0.8657864990179269
49535366,0.8618286116104091
49535367,0.8594608332384415
49535368,0.8573581949857672
49535374,0.8531733576641087
49535377,0.8502847196180496
49535398,0.8464581809395743
49535413,0.8794449361306734
49535434,0.8675770266040893
49535437,0.8649809765639135
49535447,0.8668568415053176
49535451,0.863382478133365
49535460,0.85035805288685
49535469,0.8508630487144209
49535471,0.8487053952320417
49535472,0.8450021200873765
49535473,0.8435768573267177
49535490,0.8411741781082823
49535493,0.8457817436519172
49535498,0.842349281348045
49535501,0.8613644410298721
49535516,0.837412104583685
49535539,0.8394706801655745
49535577,0.8495849994474386
49535604,0.8501077720336337
49535616,0.850242210436703
49535637,0.842735160228436
49535644,0.8424250380393836
49535666,0.8451702110544361
49535694,0.8509224057864065
49535713,0.8425721676125383
49535754,0.7918374077385378
49535840,0.8633821385581063
49535845,0.8643515580177278
49535851,0.8642281422553239
49535860,0.8604924366529162
49535869,0.8565734672792955
49535877,0.8539154562335574
49535884,0.8525942879781049
49535897,0.8503036419527913
49535899,0.8529604945306
49535901,0.854559365754298
49535908,0.8452770681038044
49535939,0.8449877850610616
49535952,0.8560762561338092
49535955,0.8548935610737096
49535968,0.8579189439577258
49535969,0.8555311893192714
49535975,0.8527491291567286
49536078,0.8405800124612403
49536094,0.8413872979771125
49536125,0.8674091286055883
49536130,0.8691813871536355
49536146,0.8205708570396943
49536182,0.8526913862108522
49536201,0.8468006751660957
49536242,0.8464686522160988
49536256,0.8467925739455764
49536259,0.8510633480949185
49536305,0.8482426125238184
49536313,0.8466783410106075
49536321,0.8518613697272527
49536324,0.8517892556861812
49536505,0.8516035817936362
49536530,0.8486604604939958
49536536,0.8492250168114613
49536542,0.8435498147727167
49536555,0.8416943874267867
49536580,0.8275154553053135
49536585,0.8415666700098209
49536599,0.843003870660774
49536617,0.8772618985344343
49536632,0.8435475977033248
49536640,0.8488124802306185
49536697,0.8412950106313143
49536717,0.8468997068257027
49536748,0.8460599190645275
49536753,0.8477069893383452
49536756,0.8430374613375834
49536757,0.8394941971479544
49536758,0.8355658985499362
49536763,0.8272012198383312
49536804,0.8488777748667222
49536836,0.8571350915079378
49536839,0.8382925636827743
49536845,0.8325631057604538
49536848,0.8458930052424525
49536876,0.8465155951860746
49536891,0.8442729945731042
49536918,0.8428681107117961
49536928,0.8431152630310733
49536938,0.8434262927242208
49536940,0.8433970250767066
49536947,0.8431743657328736
49536965,0.8429336008242513
49536970,0.834899261644339
49536977,0.8332563215875761
49537001,0.8375857811609768
49537026,0.8435815744426742
49537030,0.8439311785741818
49537036,0.8429526522201937
49537040,0.843444937238255
49537042,0.8437914150047197
49537064,0.8334403988317324
49537084,0.8331101526323826
49537094,0.8316556847882719
49537112,0.8292938005120558
49537116,0.8290502006464655
49537161,0.8597521764919855
49537172,0.8629094089846256
49537178,0.8640073020206309
49537196,0.8693131705041446
49537210,0.8629054250785394
49537212,0.862356603732056
49537218,0.8541087750195911
49537238,0.8502403530835818
49537241,0.8429938865860912
49537244,0.8467082145320948
49537260,0.8310389987540209
49537265,0.8290704870186366
49537280,0.8518048052200256
49537285,0.8517708818990704
49537292,0.8490533269743243
49537363,0.8438541803754881
49537388,0.8456433797079375
49537404,0.8433917250581878
49537439,0.842660147795718
49537443,0.842903415099623
49537470,0.842959081662446
49537479,0.842957272143992
49537485,0.842373601662291
49537497,0.8418816119474276
49537539,0.8476030828964176
49537541,0.8478284559696022
49537565,0.8505743997589728
49537566,0.8501443756113191
49537577,0.8493435177534893
49537600,0.8378740363058472
49537634,0.8255156436253432
49537643,0.8293236396042264
49537664,0.85054412496139
49537744,0.8478899562312758
49537751,0.7928729249984415
49537761,0.8019602047523606
49537799,0.8419833002342104
49537832,0.8509525615967158
49537839,0.8483043203520503
49537852,0.8418000513707846
49537867,0.8442951763567874
49537880,0.8564959036221179
49537885,0.8587789202048558
49537891,0.8563964137948956
49537893,0.854292732715304
49537898,0.8501726358372216
49537899,0.8472615381417876
49537901,0.8425663256427325
49537902,0.8415683355836033
49537903,0.8424533430822427
49537906,0.8410312696493014
49537907,0.839429086184978
49537909,0.8428691951299555
49537929,0.8449246261595099
49537930,0.845976065920849
49537931,0.8273332456059258
49537934,0.8374934987990322
49537947,0.8352805070401982
49537948,0.8353764817299953
49537949,0.8361784827678307
49537955,0.836213268858545
49537975,0.8359267228875881
49537978,0.8432241326756756
49538003,0.8333002202297483
49538010,0.8523251607129229
49538011,0.8550756161834194
49538014,0.856210718216102
49538016,0.8612429001526698
49538018,0.8609656868676163
49538032,0.8539703725777011
49538036,0.8522965921693706
49538038,0.8524193312707375
49538039,0.8460041777385902
49538048,0.8363384701192611
49538050,0.8332362876788362
49538054,0.8261921150818146
49538158,0.8436786231565744
49538201,0.8434926444071108
49538219,0.8349965796621468
49538243,0.8392566167336869
49538260,0.8317308684342797
49538261,0.8309376441588652
49538310,0.8417829254374328
49538317,0.8407630581514155
49538318,0.8421549975452916
49538355,0.8656637140167056
49538360,0.8597586560711346
49538362,0.8584941733869185
49538372,0.8408183379407178
49538379,0.8445344610751674
49538391,0.8579335457462762
49538423,0.8576024902318896
49538425,0.8569663659741077
49538427,0.8565192374621137
49538431,0.8548963371530871
49538453,0.8593217891630432
49538492,0.8595950641069565
49538494,0.8573413085466568
49538506,0.8497692461197465
49538596,0.8587409032523131
49538598,0.8506742871766629
49538611,0.8379799594065206
49538626,0.8398314483084999
49538648,0.8458590641063343
49538670,0.8496869924871523
49538690,0.8369974179155594
49538711,0.8467276101294638
49538746,0.8493761861135344
49538803,0.8392226103201681
49538819,0.8493775798266852
49538822,0.8324526367413237
49538840,0.8438067246491574
49538883,0.8366462391491983
49538978,0.8304933022340937
49539013,0.8348372812706053
49539017,0.8291334520279733
49539044,0.8428441332381668
49539051,0.8444596638805233
49539053,0.8442616129283445
49539063,0.8463500063874378
49539076,0.8526008022410947
49539106,0.8463079802750478
49539108,0.8523792318493575
49539111,0.8521197759366863
49539112,0.8487553424108654
49539113,0.8444675769560921
49539115,0.8443567956785787
49539140,0.8520732881774139
49539171,0.8398473785998952
49539182,0.8351840035323083
49539249,0.8445375685620118
49539250,0.8421720321626684
49539252,0.8432489708030411
49539257,0.8419219396386044
49539274,0.8421253376054343
49539277,0.8445287927939551
49539280,0.8427850236868605
49539281,0.8443730786111604
49539282,0.8453014792771311
49539284,0.8468098703069495
49539286,0.8476080708759305
49539287,0.8476386793614625
49539288,0.8455083444170909
49539297,0.8413878127709147
49539334,0.8504094552257775
49539339,0.8482853622664611
49539346,0.8478941704583929
49539381,0.8480200287619813
49539382,0.8486292522912494
49539385,0.8504455353418795
49539409,0.851566816437276
49539412,0.8516993110988987
49539415,0.8496374231028104
49539419,0.8454113445671472
49539439,0.849846750779629
49539442,0.8330467617920582
49539529,0.8513453935595846
49539544,0.8479068681152225
49539596,0.8356443857829982
49539614,0.8357929346334532
49539647,0.8389358404882475
49539651,0.8282582990037772
49539680,0.8398800656641047
49539686,0.8395741623734378
49539688,0.8391497506005217
49539722,0.8229149894454784
49539729,0.8545045181845798
49539743,0.8561160588858847
49539744,0.8564192575115976
49539749,0.8571927514072335
49539768,0.8598820806278674
49539772,0.8595065582882034
49539776,0.850028656544699
49539780,0.8512184484966497
49539868,0.8531103824608407
49539869,0.8535105565588912
49539874,0.8529905676241054
49539927,0.8303376287118165
49539934,0.8298940065252618
49539937,0.8289796626909101
49539955,0.8326715243802
49539958,0.8330011382299016
49539962,0.8323994027663213
49539966,0.8404349428767495
49539981,0.838761463235316
49540036,0.8558038789110954
49540049,0.8584368360439661
49540052,0.8574935582355921
49540076,0.8600516524797575
49540087,0.8578261607179524
49540090,0.8546948534515924
49540170,0.8349310982637412
49540281,0.7848125690560294
49540508,0.8731496705655553
49540599,0.8434467260704919
49540624,0.8139634451203359
49540659,0.83314581632711
49540785,0.8413658074595777
49540816,0.8654180499268596
49540946,0.6590576043474666
49540988,0.8335232053760229
49540993,0.8381241175465899
49540994,0.8413607224925015
49541014,0.8517708843686224
49541026,0.8414472153874594
49541038,0.8408192206935443
49541047,0.8432940893371288
49541050,0.8427255417125161
49541081,0.8476899383718844
49541085,0.8475424917166554
49541099,0.8258220645766947
49541108,0.8273367895179923
49541115,0.8550559088986976
49541117,0.8497578856424756
49541118,0.8419777296472756
49541119,0.8396093635923768
49541120,0.8319121608597783
49541122,0.8282761527454563
49541131,0.8384881567195256
49541152,0.8449240466852017
49541156,0.8389626737377719
49541159,0.834683214280334
49541163,0.8471486315619203
49541170,0.8432530132724041
49541174,0.8408334387625781
49541177,0.8376740008430963
49541178,0.8400034700002347
49541183,0.8705814244379965
49541185,0.8699695258103423
49541208,0.8506879934441035
49541210,0.8622567080930638
49541220,0.8541346135105652
49541224,0.8397992621488516
49541231,0.8361500796484684
49541240,0.8348990461861414
49541247,0.8377081616628747
49541251,0.839455486102093
49541252,0.8370936808575148
49541254,0.836951278427264
49541269,0.8351185508583309
49541271,0.8383447217896368
49541273,0.8351803547243856
49541278,0.8341167299465075
49541284,0.8355655416403599
49541294,0.8341990628115628
49541300,0.8346376696251291
49541309,0.8466969925383169
49541312,0.8455917571420868
49541351,0.834555016934738
49541382,0.840252764503691
49541432,0.8333244787061715
49541437,0.8489162582778982
49541469,0.8273736061693566
49541505,0.8425779083445539
49541506,0.8433438275593453
49541507,0.8422721007089562
49541508,0.8441546910718588
49541509,0.8439700053005667
49541520,0.8417243781537465
49541524,0.8414357213023246
49541529,0.8290737171862472
49541546,0.8545350065254588
49541547,0.8511767982572057
49541549,0.868264645784347
49541550,0.8587741631433455
49541565,0.8373668611083209
49541596,0.8679190655851041
49541597,0.8692879486477305
49541600,0.869198431297933
49541603,0.8636562780435406
49541605,0.859378576725223
49541621,0.8568026402390372
49541702,0.8521574256290909
49541707,0.852870573524798
49541722,0.864750156855501
49541735,0.8274300000999352
49541737,0.8292175464247612
49541748,0.8270802345014173
49541755,0.8521449317338914
49541800,0.8429933341379761
49541810,0.8409465007131256
49541814,0.8429703356561801
49541836,0.8447502519684346
49541849,0.8409727287574296
49541888,0.8432189501564631
49541889,0.8414716744971863
49541919,0.8749577139533256
49541924,0.8772076453046891
49541939,0.8589504072605163
49541955,0.8633190410431711
49541957,0.8615710153127407
49542005,0.8247735672656359
49542006,0.8270803650903816
49542039,0.8424358754820375
49542133,0.8532535449627453
49542138,0.8531367047576804
49542142,0.85165805445313
49542152,0.85367803586724
49542159,0.832027906852446
49542169,0.8281224876941612
49542171,0.8438206811960545
49542176,0.8518906863744665
49542191,0.8488592968360613
49542192,0.8470062977196773
49542193,0.84679115063201
49542196,0.8513706063727239
49542198,0.8510986597168899
49542201,0.8487348461155599
49542219,0.8491817181152677
49542223,0.8593598522802344
49542232,0.8555787495177692
49542246,0.8456736056383614
49542249,0.8536413677410462
49542250,0.8529895694739374
49542252,0.8516666239406666
49542257,0.8402539861367616
49542260,0.8442222907642428
49542263,0.8483290424757021
49542268,0.8434159920304481
49542279,0.8617402879364426
49542294,0.7975707502156806
49542299,0.8722024359038921
49542300,0.8707229504684113
49542302,0.8629379913593697
49542303,0.860452700171571
49542305,0.86077890769968
49542306,0.860886175291471
49542310,0.8574419644777249
49542312,0.8576210268263461
49542313,0.8562127852490727
49542372,0.8683975914861052
49542378,0.866961234917872
49542379,0.8670087350595621
49542387,0.8679187327458397
49542392,0.8668296599930324
49542394,0.866528153760884
49542414,0.8595888750096072
49542488,0.8574315566709422
49542603,0.8370927122516302
49542610,0.837619591054253
49542620,0.836953257615959
49543134,0.8392690165121771
49543137,0.8401548807995802
49543274,0.8796319868009357
49543308,0.8607004675070292
49543322,0.8597814636681514
49543338,0.8746639075419291
49543350,0.8747520482125152
49543353,0.8702892203388886
49543359,0.8702204872360044
49543427,0.8742929367688931
49543471,0.8517242291548549
49543480,0.8649825527078358
49543483,0.8613312169079788
49543503,0.8631057054644901
49543509,0.8634493529091988
49543511,0.8633525458098973
49543519,0.8588171776268148
49543525,0.8528763993646815
49543529,0.8501839881030466
49543533,0.8532855876309206
49543571,0.8670829837181715
49543579,0.8686199835410622
49543583,0.8687417441719939
49543589,0.8667839291481879
49543624,0.834987772432682
49543630,0.8361635679495223
49543637,0.8561467234471546
49543884,0.8396769167248858
49543889,0.8383956189026973
49543903,0.8366503917961615
49543947,0.838103738915735
49543955,0.8592865523485422
49543980,0.8602824166823073
49543996,0.8455108897594027
49544023,0.8473990399544999
49544026,0.8360217346355646
49544028,0.840314603565851
49544033,0.8305921461443572
49544057,0.8352270921642677
49544126,0.8455436666836497
49544149,0.842068153677199
49544155,0.86046871426481
49544164,0.8566518625981944
49544215,0.8389838179958811
49544224,0.8435020801095123
49544228,0.8434189111778613
49544311,0.8173587670396337
49544357,0.8352326935252086
49544360,0.8293789386771729
49544363,0.8226906170631577
49544366,0.8242006749604469
49544382,0.844516262628396
49544383,0.8478724530191386
49544385,0.848185998518106
49544438,0.8560797268429995
49544479,0.8397987337214524
49544480,0.8402152293043126
49544506,0.8406204431578748
49544508,0.8371615920599269
49544511,0.8353563738417542
