node,y,x,street_count,highway,ref,geometry,eigenvector_w_bridge,closeness_w_bridge,betweenness_w_bridge,straightness_w_bridge,eigenvector_wo_bridge,closeness_wo_bridge,betweenness_wo_bridge,straightness_wo_bridge
1063435950,38.9854101,-76.3143335,3,,,POINT (1507233.7435451862 480999.08784485294),1.0351958534729384e-16,3.869931016292031e-05,0.009779958124001217,0.7649437287717631,8.325904602337941e-17,3.869931016292031e-05,0.009779958124001217,0.7649437287717631
1063435966,38.9869767,-76.3147145,3,,,POINT (1507121.1637756915 481568.8217427418),2.7000913199608292e-17,3.842917592415718e-05,0.00030820144144706117,0.7576570822773465,2.242172356043773e-17,3.842917592415718e-05,0.00030820144144706117,0.7576570822773465
1063436057,38.9834934,-76.3179506,3,,,POINT (1506210.822292781 480293.3342456482),4.3951844811784936e-17,3.9215873886743015e-05,0.006464843285107263,0.7897278869199207,4.5499381852164763e-17,3.9215873886743015e-05,0.006464843285107263,0.7897278869199207
1063436068,38.9832606,-76.3188624,3,,,POINT (1505952.2747771703 480206.6146227232),2.824791976514996e-17,3.898284235073394e-05,0.0016935074144812819,0.7807568955721621,3.009535553993751e-17,3.898284235073394e-05,0.0016935074144812819,0.7807568955721621
1063436108,38.9840656,-76.3192077,3,,,POINT (1505851.9361295197 480499.0589729336),1.5620118366381655e-17,3.9130463414471984e-05,0.0016946565010805517,0.7934163784770535,7.102713288951261e-18,3.9130463414471984e-05,0.0016946565010805517,0.7934163784770535
1063436122,38.9855121,-76.3184079,3,,,POINT (1506075.3449342328 481027.5627683071),1.7824311845219286e-17,3.887441521342336e-05,0.00029950121433830256,0.783157885463789,5.6989119512639245e-18,3.887441521342336e-05,0.00029950121433830256,0.783157885463789
1063436142,38.9833043,-76.319085,3,,,POINT (1505888.8815643112 480222.05787365657),8.825673030872994e-18,3.9290826437539366e-05,0.0016931791040243475,0.7987201127050056,2.30375408600752e-18,3.9290826437539366e-05,0.0016931791040243475,0.7987201127050056
1063436169,38.9827706,-76.3184949,3,,,POINT (1506058.0696525776 480028.9390367893),1.2504684055440588e-16,3.938764686712936e-05,0.0164005847209238,0.7984290134003296,1.2194025438779211e-16,3.938764686712936e-05,0.0164005847209238,0.7984290134003296
1063442767,38.9788606,-76.2896311,3,,,POINT (1514273.7905497386 478667.4921212192),2.9998918145245053e-17,4.251311148701098e-05,0.043004319744837115,0.7820869062356763,1.328332564351337e-17,4.251311148701098e-05,0.043004319744837115,0.7820869062356763
1063442774,38.9787935,-76.290135,3,,,POINT (1514130.7374885469 478641.94047595316),7.558248050652028e-17,4.249384638920526e-05,0.057750383918040576,0.7829652565461063,7.22697729274573e-17,4.249384638920526e-05,0.057750383918040576,0.7829652565461063
1063442789,38.9788407,-76.289221,3,,,POINT (1514390.4256448282 478661.1521209068),4.926713848277653e-17,4.244676033137418e-05,0.043004319744837115,0.7801764801174781,3.286110814993826e-17,4.244676033137418e-05,0.043004319744837115,0.7801764801174781
1063442818,38.9786088,-76.289241,3,,,POINT (1514385.3978423937 478576.651459099),3.986950293888367e-17,4.2591955876968405e-05,0.07916952228366188,0.7843054460533455,1.9370853098163527e-17,4.2591955876968405e-05,0.07916952228366188,0.7843054460533455
1063442822,38.9786552,-76.2887542,3,,,POINT (1514523.6487517976 478594.62783502735),8.104647501936329e-17,4.2645148241593706e-05,0.11151516096651315,0.7846127513466922,7.786330251506466e-17,4.2645148241593706e-05,0.11151516096651315,0.7846127513466922
1063442830,38.9787983,-76.2891915,3,,,POINT (1514398.931816756 478645.7756264642),6.931522901151508e-17,4.243717352702455e-05,0.043004319744837115,0.7797742340425964,5.884586506926242e-17,4.243717352702455e-05,0.043004319744837115,0.7797742340425964
1063442861,38.9789283,-76.2894884,3,,,POINT (1514314.1638148653 478692.4636981407),2.7902327438590125e-17,4.248682022243396e-05,0.043004319744837115,0.7802609440445403,2.2582328051046513e-17,4.248682022243396e-05,0.043004319744837115,0.7802609440445403
1063442876,38.9786366,-76.2896585,3,,,POINT (1514266.6363846243 478585.8522386828),6.796995373967388e-17,4.254993404200834e-05,0.08931727019704373,0.7838770371793279,4.3699164495956384e-17,4.254993404200834e-05,0.08931727019704373,0.7838770371793279
1063442883,38.9785691,-76.2895866,3,,,POINT (1514287.2666914046 478561.4282523073),4.747546670088301e-17,4.256751825065718e-05,0.08931727019704373,0.7846590284892799,3.00791450447348e-17,4.256751825065718e-05,0.08931727019704373,0.7846590284892799
1063442895,38.9785641,-76.2893272,3,,,POINT (1514361.0205153273 478560.18124818127),4.4754643038419905e-17,4.257578024333504e-05,0.07916952228366188,0.7837158495153668,2.9891056672056514e-17,4.257578024333504e-05,0.07916952228366188,0.7837158495153668
1063442920,38.978293,-76.2894654,3,,,POINT (1514322.5028830997 478461.1426708232),3.782873980300656e-17,4.25650704830382e-05,0.013371510367633841,0.7849950077854927,2.971166108057837e-17,4.25650704830382e-05,0.013371510367633841,0.7849950077854927
1063451541,38.973721,-76.2803027,3,,,POINT (1516940.3204315656 476816.4581260966),6.806824161107841e-17,4.352469705786884e-05,0.04479467874411401,0.7853491899839582,6.268921044479172e-17,4.352469705786884e-05,0.04479467874411401,0.7853491899839582
1063451549,38.9740001,-76.2800277,3,,,POINT (1517017.698273395 476918.72073574085),1.4375660078518946e-16,4.358301710675278e-05,0.1338570979489625,0.7859639784019689,1.619551680057034e-16,4.358301710675278e-05,0.1338570979489625,0.7859639784019689
1063451557,38.9743356,-76.2804943,3,,,POINT (1516884.0864222588 477039.8614866367),6.678540557268064e-17,4.3560014212880665e-05,0.0009736046600386257,0.7858978526041623,7.847719679490253e-17,4.3560014212880665e-05,0.0009736046600386257,0.7858978526041623
1063451563,38.9740929,-76.2807573,3,,,POINT (1516810.0154319466 476950.8827559668),1.501559869324698e-16,4.352697667841474e-05,0.1114040278768409,0.7864851457790724,1.7902528131969718e-16,4.352697667841474e-05,0.1114040278768409,0.7864851457790724
1063451651,38.9748446,-76.282946,3,,,POINT (1516185.6445227992 477219.7514037943),1.1299910645429476e-16,4.332549981713074e-05,0.09459592780124741,0.7861398689318247,1.245325376114779e-16,4.332549981713074e-05,0.09459592780124741,0.7861398689318247
1063452474,38.9498139,-76.2764671,4,,,POINT (1518099.7488969315 468118.3145062456),6.99427078630126e-17,3.901937976243287e-05,0.028799393282275584,0.7058609882528808,4.7755709483822765e-17,3.901937976243287e-05,0.028799393282275584,0.7058609882528808
1063452491,38.9491088,-76.2767743,3,,,POINT (1518014.420437701 467860.83138911537),6.82061643689229e-17,3.885241090401964e-05,0.011961991498400718,0.703510470042236,4.4088345449052317e-17,3.885241090401964e-05,0.011961991498400718,0.703510470042236
1063455268,38.9716768,-76.2514135,3,,,POINT (1525159.3013365082 476138.02699097747),8.384646317517521e-17,4.5966645978580347e-05,0.025911164115010436,0.793349866805245,7.514080616534429e-17,4.5966645978580347e-05,0.025911164115010436,0.793349866805245
1063455269,38.971308,-76.2509338,3,,,POINT (1525296.7805373396 476004.83190197963),8.615693230499726e-17,4.605301486732967e-05,0.07332797640104435,0.7947182328568217,8.026452726327241e-17,4.605301486732967e-05,0.07332797640104435,0.7947182328568217
1063455281,38.9773808,-76.2896031,3,,,POINT (1514285.9440666612 478128.6210655483),5.255406681277156e-17,4.244814956393761e-05,0.013160324666210862,0.7821965661931561,2.9338656159037713e-17,4.244814956393761e-05,0.013160324666210862,0.7821965661931561
1063455285,38.9771306,-76.2902026,4,,,POINT (1514116.2298389326 478036.1742816126),7.827422499321533e-17,4.23367485271841e-05,0.03998960897403803,0.7787886964498517,6.845207540047189e-17,4.23367485271841e-05,0.03998960897403803,0.7787886964498517
1063455290,38.9769106,-76.2896769,3,,,POINT (1514266.29707054 477957.21423371905),6.707049836964118e-17,4.238237831880541e-05,0.052799051839400375,0.7803448514335822,5.879375441358806e-17,4.238237831880541e-05,0.052799051839400375,0.7803448514335822
1063455733,38.9615943,-76.2117302,3,,,POINT (1536472.8152894669 472561.0514081418),8.733563288155357e-17,4.8770687173250826e-05,0.013816699347236734,0.7974248078101461,1.037757455846973e-16,4.8770687173250826e-05,0.013816699347236734,0.7974248078101461
1063455734,38.9621247,-76.2147101,1,turning_circle,,POINT (1535623.8613023371 472746.9148757147),1.6956957251292333e-17,4.8097395366089094e-05,0.0,0.7809890261094008,2.967383040228986e-17,4.8097395366089094e-05,0.0,0.7809890261094008
1063455857,38.9605037,-76.1967391,1,turning_circle,,POINT (1540738.8131739239 472201.0243290559),8.36809506812847e-18,4.87508671511617e-05,0.0,0.7687279907449316,3.3414437205669032e-18,4.87508671511617e-05,0.0,0.7687279907449316
1063458925,39.0359569,-76.0740638,3,,,POINT (1575341.3279356677 500010.46709089703),2.434689251367772e-16,5.071308606496072e-05,0.12716489967242825,0.8096588828610487,3.361064056792574e-16,5.071308606496072e-05,0.12716489967242825,0.8096588828610487
1063458927,39.0359778,-76.0737378,3,,,POINT (1575433.846136989 500019.0180469615),3.72697450869812e-16,5.0778296794279055e-05,0.26530275559174266,0.8113258960414779,4.073688929300474e-16,5.0778296794279055e-05,0.26530275559174266,0.8113258960414779
1064268570,38.9679401,-76.2266715,4,,,POINT (1532204.8881153583 474835.79171864694),1.7786557056739814e-17,4.625244421737052e-05,0.0017182127763655868,0.7504171696766891,8.084696389349193e-18,4.625244421737052e-05,0.0017182127763655868,0.7504171696766891
1064268573,38.9679707,-76.2267919,1,turning_circle,,POINT (1532170.5626956935 474846.64597990847),1.045741045612531e-17,4.6229035432138954e-05,0.0,0.7498618845637118,2.0720338343709348e-18,4.6229035432138954e-05,0.0,0.7498618845637118
1064268676,38.974093,-76.2433626,1,,,POINT (1527440.8502816074 477036.8562547769),8.373223282950978e-18,4.5146062191159236e-05,0.0,0.7498129732156505,2.93966154223173e-18,4.5146062191159236e-05,0.0,0.7498129732156505
1064269076,38.9792023,-76.2486682,1,,,POINT (1525917.2232319594 478885.1630443827),9.118390007407299e-18,4.392897175042643e-05,0.0,0.7377981253855991,1.8493743898732667e-18,4.392897175042643e-05,0.0,0.7377981253855991
1064269501,38.9803342,-76.3190503,1,,,POINT (1505906.8139205757 479140.437955632),8.410890285818546e-18,3.919911176912937e-05,0.0,0.7773121969894171,2.482707249205684e-18,3.919911176912937e-05,0.0,0.7773121969894171
10726936203,38.9855659,-76.2913171,3,,,POINT (1513775.5551354925 481105.7935427221),2.666890335117887e-17,4.088459518687543e-05,0.0,0.7358266414643554,9.655916811151992e-18,4.088459518687543e-05,0.0,0.7358266414643554
10727034125,38.9865537,-76.2911842,3,,,POINT (1513810.5375635948 481465.83743943775),2.4290851163876952e-17,4.072454802847257e-05,0.0,0.7328884360050473,1.1474186185587898e-17,4.072454802847257e-05,0.0,0.7328884360050473
10727034150,38.9877415,-76.2913504,3,,,POINT (1513759.939030146 481898.06013841106),1.5080963003122823e-17,4.061082655720783e-05,0.005131328286654426,0.7349063027607957,3.007583806190486e-18,4.061082655720783e-05,0.005131328286654426,0.7349063027607957
10727034186,38.9876885,-76.2911913,4,,,POINT (1513805.310452975 481879.10895085946),2.061507400631529e-17,4.061628679940035e-05,0.005423770826168642,0.7346509149854592,6.3331671841154224e-18,4.061628679940035e-05,0.005423770826168642,0.7346509149854592
10727034188,38.9884554,-76.2907754,4,,,POINT (1513921.353311457 482159.32740644884),1.7933200538965242e-17,4.0438118158911334e-05,0.00799509832487797,0.730121148434252,5.714858468884845e-18,4.0438118158911334e-05,0.00799509832487797,0.730121148434252
10727034215,38.9951227,-76.2922209,4,,,POINT (1513491.6713042434 484584.3308608393),1.824226823751119e-17,3.906129978997157e-05,0.0014316798250761885,0.7107214314832834,6.55379751232967e-18,3.906129978997157e-05,0.0014316798250761885,0.7107214314832834
10727034217,38.9954322,-76.2919353,3,,,POINT (1513571.9656882477 484697.6785105137),1.2291546139722964e-17,3.902033889311709e-05,0.0005729017473503294,0.7099639469686038,2.9169943499149707e-18,3.902033889311709e-05,0.0005729017473503294,0.7099639469686038
