node,eigenvector
102562983,4.437105012002475e-19
102563008,-1.3396305883561278e-19
102563010,2.6028601288204193e-19
102563020,-4.474697912372376e-19
102563042,2.4959629453484577e-19
102563043,-3.948161166587857e-20
102563045,5.238639939409494e-19
102563056,2.1246632857064603e-19
102563062,-4.783268396841063e-19
102563070,3.0256406767641623e-19
102563080,-4.566215383052542e-19
102563102,-1.7095227406158295e-20
102563105,5.630737867502183e-19
102563152,2.847843671653373e-19
102563155,2.280823818690843e-19
102563159,-3.0220241062869576e-19
102563206,4.462084751028806e-19
102563222,3.333042295722738e-19
102563258,1.650937080204936e-20
102563263,5.899225520014463e-19
102563271,6.053199321313947e-19
102563277,-6.879798283888791e-19
102563279,-1.3781881674771903e-19
102563289,4.12767527828522e-19
102563300,-5.687975657530836e-19
102563344,7.002092655427275e-20
102563367,8.421726289750662e-17
102563379,9.939304793268858e-18
102563381,1.5823147620464676e-18
102563386,6.302721349718956e-19
102563388,-2.893527627747205e-20
102563436,-5.199827649866273e-20
102563439,-3.508219636825878e-19
102563450,1.2269184393409756e-18
102563531,3.823925766186e-19
102563532,2.739121804748899e-19
102563541,6.668403735813608e-19
102563543,3.878676721902214e-18
102563545,9.143354213173986e-19
102563553,2.7628810403478615e-19
102563560,1.993472262504698e-19
102563561,-1.3847193660911698e-19
102563593,3.9454536355325147e-20
102563601,-5.189413980993815e-19
102563603,-1.8849755201362801e-19
102563608,-2.9583360033987627e-19
102563613,1.7448535289081466e-19
102563617,-1.5963610693003612e-19
102563619,1.6958620283161637e-19
102563621,-5.599046176829568e-19
102563628,8.674926475879935e-20
102563633,5.801036100601422e-19
102563636,-3.4474001191535985e-19
102563637,-5.534006946121346e-19
102563638,-4.3190705300346276e-19
102563658,3.180589209976162e-19
102563660,3.1620529147876943e-18
102563675,2.157884424688383e-18
102563677,2.024412753602245e-17
102563681,1.8093859814144433e-15
102563686,2.8665708464673024e-17
102563688,3.059088252958725e-18
102563690,3.0029421681373333e-19
102563712,-6.013477869265299e-19
102563714,-2.3016519585397905e-19
102563743,4.152577632871137e-19
102563787,-3.520862036155987e-19
102563790,2.9438940280038726e-19
102563795,3.205652227006914e-19
102563808,9.475649342905049e-12
102563810,9.343443220646091e-13
102563815,-4.1175122180621993e-19
102563816,1.1515689909159122e-19
102563818,2.3383091067724065e-19
102563820,-1.0621029923974922e-19
102563827,-2.205143967799945e-19
102563832,2.808758154560234e-19
102563834,-4.834264400603153e-19
102563841,8.790053172181617e-18
102563842,1.6233155591977971e-18
102563875,-4.889352567616847e-19
