node,y,x,street_count,highway,ref,geometry,betweenness_w_bridge,betweenness_wo_bridge,closeness_w_bridge,closeness_wo_bridge,eigenvector_w_bridge,eigenvector_wo_bridge,straightness_w_bridge,straightness_wo_bridge
182826874,39.2164118,-76.0368337,3,,,POINT (1585222.5273928242 565840.874062874),0.0029446164882436,0.0029446164882436,2.7895783892729824e-05,2.7895783892729824e-05,5.102497830576745e-16,5.102497830576745e-16,0.7224047345764198,0.7224047345764198
182826887,39.2045708,-76.0518527,3,,,POINT (1581012.22420932 561483.780160976),0.0287432521941398,0.0287432521941398,2.9052253341165987e-05,2.9052253341165987e-05,4.17775790014474e-13,4.17775790014474e-13,0.7353325200471447,0.7353325200471447
182826903,38.9646488,-76.1926497,4,,,POINT (1541888.2406508417 473720.8809854042),0.0036805243774618,0.0036805243774618,4.8629491628707435e-05,4.8629491628707435e-05,-1.994494974309553e-17,-1.994494974309553e-17,0.7955252294513196,0.7955252294513196
182826959,39.1914545,-76.0142465,3,,,POINT (1591719.9421165434 556819.6755809442),0.0022901295923451,0.0022901295923451,3.134825432882561e-05,3.134825432882561e-05,2.7590716678256473e-16,2.7590716678256473e-16,0.7560876353112977,0.7560876353112977
182826962,39.1915729,-76.0158551,1,turning_circle,,POINT (1591263.5793875796 556857.8779654241),0.0,0.0,3.120590486614592e-05,3.120590486614592e-05,2.5488271696848278e-17,2.5488271696848278e-17,0.7499152217729318,0.7499152217729318
182826968,39.113318,-76.029227,1,,,POINT (1587776.9009809934 528317.0069370581),0.0,0.0,3.9903111959100445e-05,3.9903111959100445e-05,2.2662720793913546e-18,2.2662720793913546e-18,0.7648387910256184,0.7648387910256184
182826975,38.9545091,-76.1606285,1,turning_circle,,POINT (1551026.5467219083 470110.24701582885),0.0,0.0,4.540766574017887e-05,4.540766574017887e-05,1.5376736680562873e-18,1.5376736680562873e-18,0.7281365390544506,0.7281365390544506
182826999,38.9553879,-76.1664458,3,,,POINT (1549369.4011614567 470415.13702559064),0.0034333066033902,0.0034333066033902,4.678986741109782e-05,4.678986741109782e-05,-1.2296603063143661e-18,-1.2296603063143661e-18,0.751051331018531,0.751051331018531
182827020,39.1978245,-75.9363913,3,,,POINT (1613757.9653321528 559387.299435734),0.056752566361803,0.056752566361803,3.120766737942686e-05,3.120766737942686e-05,7.164415068589164e-09,7.164415068589164e-09,0.8336851855928517,0.8336851855928517
182827033,39.207128,-75.9430571,3,,,POINT (1611829.7472364483 562753.6853453557),0.0116780029531525,0.0116780029531525,3.026291824694227e-05,3.026291824694227e-05,4.984766236583363e-09,4.984766236583363e-09,0.8158973038857575,0.8158973038857575
182827059,39.2197719,-75.9522126,4,,,POINT (1609182.6988545482 567328.6949813686),0.0194456642089893,0.0194456642089893,2.92190937158685e-05,2.92190937158685e-05,4.21965920229601e-07,4.21965920229601e-07,0.8170391728920546,0.8170391728920546
182827107,39.0297629,-75.8870486,3,,,POINT (1628487.118768354 498347.9380127327),0.0011456393394721,0.0011456393394721,3.326732734263386e-05,3.326732734263386e-05,2.9428584485175976e-11,2.9428584485175976e-11,0.8253501025645708,0.8253501025645708
182827122,39.0321064,-75.8869205,1,turning_circle,,POINT (1628513.0992913332 499201.84018893243),0.0,0.0,3.2972839810124744e-05,3.2972839810124744e-05,2.9267625230720453e-12,2.9267625230720453e-12,0.8144940888023348,0.8144940888023348
182827135,39.2131759,-75.9754884,3,,,POINT (1602615.670949732 564851.5719598575),0.0244809616869904,0.0244809616869904,3.0086554953857824e-05,3.0086554953857824e-05,2.3378667516586047e-10,2.3378667516586047e-10,0.8040972520224978,0.8040972520224978
182827146,39.2144202,-75.9711503,3,,,POINT (1603839.654270215 565318.5715158066),0.0093419098968366,0.0093419098968366,2.9807665366649423e-05,2.9807665366649423e-05,5.6236005588547605e-09,5.6236005588547605e-09,0.8017760490244483,0.8017760490244483
182827157,39.215257,-75.9682684,3,,,POINT (1604652.708561906 565632.5507937946),0.0084605604751965,0.0084605604751965,2.962722334802119e-05,2.962722334802119e-05,1.6774765271140783e-08,1.6774765271140783e-08,0.8007913927487234,0.8007913927487234
182827168,39.2178017,-75.959159,3,,,POINT (1607222.9807413802 566588.6320566976),0.0081196100656702,0.0081196100656702,2.9267468759032993e-05,2.9267468759032993e-05,5.004364193281089e-08,5.004364193281089e-08,0.8055418413111473,0.8055418413111473
182827208,39.2245151,-75.9353268,3,,,POINT (1613946.2533830365 569111.5228758758),0.0104268118017759,0.0104268118017759,2.8366430170417163e-05,2.8366430170417163e-05,1.1024708001553784e-05,1.1024708001553784e-05,0.8203493827906799,0.8203493827906799
182827227,39.2319705,-75.9133706,4,,,POINT (1620133.6340007454 571900.0718810637),0.0174072666594985,0.0174072666594985,2.792745335763502e-05,2.792745335763502e-05,9.000173628392788e-05,9.000173628392788e-05,0.8507026833807975,0.8507026833807975
182827243,39.2198686,-75.9518859,3,,,POINT (1609274.847828041 567364.9757588033),0.0107738359547555,0.0107738359547555,2.9213368767077014e-05,2.9213368767077014e-05,1.236741166367044e-06,1.236741166367044e-06,0.8167197217397215,0.8167197217397215
182827247,39.2213005,-75.946759,3,,,POINT (1610721.267032223 567903.1927245121),0.0103902051858278,0.0103902051858278,2.890163977459504e-05,2.890163977459504e-05,3.694864743149559e-06,3.694864743149559e-06,0.8156180424653414,0.8156180424653414
182827271,39.1958451,-76.0337681,3,,,POINT (1586170.3391799997 558359.5884407723),0.071851974664282,0.071851974664282,3.057839048989968e-05,3.057839048989968e-05,2.4425766892432718e-11,2.4425766892432718e-11,0.750709133556964,0.750709133556964
182827320,39.2051357,-76.003393,4,,,POINT (1594741.5618310696 561835.7877353007),0.0095291289349034,0.0095291289349034,3.0067576424114232e-05,3.0067576424114232e-05,4.9005461522953623e-11,4.9005461522953623e-11,0.7622191042714593,0.7622191042714593
182827340,38.9985757,-76.3101771,3,,,POINT (1508378.9394709303 485802.8316003106),0.0038198921664304,0.0038198921664304,3.743614958114109e-05,3.743614958114109e-05,1.3161876793806697e-18,1.3161876793806697e-18,0.7325064424350636,0.7325064424350636
182827342,38.9985632,-76.3085987,3,,,POINT (1508827.5405473935 485801.6726919754),0.0027106952876779,0.0027106952876779,3.72542089789724e-05,3.72542089789724e-05,1.9283793835610483e-19,1.9283793835610483e-19,0.7221487755093373,0.7221487755093373
182827348,38.998632,-76.3066742,4,,,POINT (1509374.2752554927 485830.8774562861),0.0027414743930155,0.0027414743930155,3.733659784689095e-05,3.733659784689095e-05,-8.306003280516703e-19,-8.306003280516703e-19,0.7193552293993319,0.7193552293993319
182827355,38.9992219,-76.3035312,3,,,POINT (1510265.8464938526 486052.51547615207),0.0031680317541873,0.0031680317541873,3.7210522180064526e-05,3.7210522180064526e-05,-1.1153040677903121e-18,-1.1153040677903121e-18,0.7092662304293548,0.7092662304293548
182827359,38.9996148,-76.3014787,4,,,POINT (1510848.0473430527 486200.0645075075),0.0026445407306056,0.0026445407306056,3.696553162203912e-05,3.696553162203912e-05,-1.1407833183789592e-18,-1.1407833183789592e-18,0.6997139098605419,0.6997139098605419
182827366,38.999915,-76.2999016,3,,,POINT (1511295.3991444742 486312.8292591423),0.0008728133497597,0.0008728133497597,3.6776783370777014e-05,3.6776783370777014e-05,-7.981738447155824e-19,-7.981738447155824e-19,0.6911989823497908,0.6911989823497908
182827377,39.0002923,-76.2979261,4,,,POINT (1511855.7500156905 486454.5516715531),0.0017114824119984,0.0017114824119984,3.6587493043643185e-05,3.6587493043643185e-05,9.476534385697411e-19,9.476534385697411e-19,0.6841812395764955,0.6841812395764955
182827387,39.069359,-76.049121,3,,,POINT (1582299.2338654343 512248.01470067934),0.223744971720158,0.223744971720158,4.7211409378962274e-05,4.7211409378962274e-05,1.296046767232609e-15,1.296046767232609e-15,0.8106758833115723,0.8106758833115723
182827421,39.0021966,-76.3062142,1,turning_circle,,POINT (1509495.1363774103 487130.0812871679),0.0,0.0,3.6847888866107184e-05,3.6847888866107184e-05,-4.359457330587792e-19,-4.359457330587792e-19,0.7129785282658456,0.7129785282658456
182827534,38.9124667,-76.2021905,1,turning_circle,,POINT (1539341.6583873064 454692.9667925951),0.0,0.0,3.769214232943853e-05,3.769214232943853e-05,-1.7231757999083041e-19,-1.7231757999083041e-19,0.6788224203191925,0.6788224203191925
182827552,38.9822535,-76.3196697,3,,,POINT (1505725.5315974397 479838.12323094666),0.0126931388859933,0.0126931388859933,3.9408222948868446e-05,3.9408222948868446e-05,4.6028597571944064e-18,4.6028597571944064e-18,0.793108299926207,0.793108299926207
182827559,38.985312,-76.3144985,3,,,POINT (1507187.1116823195 480963.0081419628),0.0108056820690781,0.0108056820690781,3.922671895991336e-05,3.922671895991336e-05,4.260777171650262e-18,4.260777171650262e-18,0.7659852466654008,0.7659852466654008
182827571,38.9882205,-76.311562,3,,,POINT (1508013.8049348618 482028.5489827857),0.0364138156323382,0.0364138156323382,3.921077821294268e-05,3.921077821294268e-05,2.8684862736306e-17,2.8684862736306e-17,0.7627990766368722,0.7627990766368722
182827621,39.0616593,-76.0953368,1,turning_circle,,POINT (1569206.2767747084 509310.48533601395),0.0,0.0,4.58968045370128e-05,4.58968045370128e-05,-1.0479854068001785e-18,-1.0479854068001785e-18,0.7285882407545261,0.7285882407545261
182827708,38.9954466,-76.3086639,3,,,POINT (1508817.6072904123 484666.4818154783),0.0008018982910619,0.0008018982910619,3.7710667374933206e-05,3.7710667374933206e-05,-9.859564550798377e-19,-9.859564550798377e-19,0.7268155175243715,0.7268155175243715
182827718,38.9381264,-76.2866327,3,,,POINT (1515242.0717026372 463839.084695954),0.0005735583682641,0.0005735583682641,3.639807638103942e-05,3.639807638103942e-05,2.5192001329241053e-18,2.5192001329241053e-18,0.6798581248026944,0.6798581248026944
182827724,38.9406278,-76.2872966,3,,,POINT (1515046.1254206232 464748.59529344697),0.0005729017473503,0.0005729017473503,3.648511037638896e-05,3.648511037638896e-05,-2.5964244697703674e-18,-2.5964244697703674e-18,0.6745233296352752,0.6745233296352752
182827726,38.9700154,-76.2788818,3,,,POINT (1517354.9276101638 475470.09482574987),0.035461797384843,0.035461797384843,4.273051891295176e-05,4.273051891295176e-05,-4.988112262004827e-18,-4.988112262004827e-18,0.763788547805085,0.763788547805085
182827735,38.93959,-76.2700382,3,,,POINT (1519957.8014649376 464409.42644121527),0.0005729017473503,0.0005729017473503,3.643896173239331e-05,3.643896173239331e-05,-1.8909406523813274e-18,-1.8909406523813274e-18,0.6616761563947968,0.6616761563947968
182827739,38.9396766,-76.2706202,1,turning_circle,,POINT (1519792.0140781486 464439.64212348656),0.0,0.0,3.6371059676742336e-05,3.6371059676742336e-05,9.17455277473005e-19,9.17455277473005e-19,0.6597611814278557,0.6597611814278557
182827758,38.8816499,-76.3375251,3,,,POINT (1500915.9127942317 443161.8355696746),0.0209378352357556,0.0209378352357556,2.7672483366004095e-05,2.7672483366004095e-05,2.5728634503118757e-18,2.5728634503118757e-18,0.7074736307463955,0.7074736307463955
182827776,38.986935,-76.3148553,3,,,POINT (1507081.2571759268 481553.33442886407),0.0003320039495747,0.0003320039495747,3.890687704642512e-05,3.890687704642512e-05,-1.7546072008878975e-20,-1.7546072008878975e-20,0.7589041051744413,0.7589041051744413
182827786,39.0775385,-75.9334664,4,,,POINT (1615098.6643042017 515589.701956561),0.0174428062664616,0.0174428062664616,3.797243797788996e-05,3.797243797788996e-05,5.005750063548533e-09,5.005750063548533e-09,0.8344391440207789,0.8344391440207789
182827807,39.0788677,-75.9459985,3,,,POINT (1611535.6548146966 516032.46110777947),0.0161168424085183,0.0161168424085183,3.878127450623145e-05,3.878127450623145e-05,5.2365035074877784e-12,5.2365035074877784e-12,0.8166410919444335,0.8166410919444335
182827822,39.0775674,-75.9561089,4,,,POINT (1608671.1345214506 515525.9288142333),0.0301063151337167,0.0301063151337167,3.986159479576573e-05,3.986159479576573e-05,5.418206876534129e-13,5.418206876534129e-13,0.821335605850732,0.821335605850732
182827834,39.076134,-75.9718721,3,,,POINT (1604202.3869862277 514953.1169928063),0.0362155981939641,0.0362155981939641,4.181858111122025e-05,4.181858111122025e-05,4.7587067118188226e-12,4.7587067118188226e-12,0.8342960416109915,0.8342960416109915
182827849,39.2156932,-76.0332914,1,,,POINT (1586228.881794565 565589.7651688686),0.0,0.0,2.779594635982573e-05,2.779594635982573e-05,6.536524585724997e-20,6.536524585724997e-20,0.7125377808463745,0.7125377808463745
182827858,38.915961,-76.2041923,1,,,POINT (1538760.9892497086 455960.5696869106),0.0,0.0,3.776100304193743e-05,3.776100304193743e-05,-4.535454242973844e-19,-4.535454242973844e-19,0.6692010760960923,0.6692010760960923
182827860,39.0047697,-75.9195322,3,,,POINT (1619367.7599562297 489135.01735727186),0.0062855036980069,0.0062855036980069,3.492287828422307e-05,3.492287828422307e-05,3.578778392136043e-13,3.578778392136043e-13,0.8053198507930146,0.8053198507930146
182827862,39.0077323,-75.9197316,1,,,POINT (1619298.33154192 490213.26875523065),0.0,0.0,3.452525252753336e-05,3.452525252753336e-05,3.5592305013984703e-14,3.5592305013984703e-14,0.7894984266363063,0.7894984266363063
182827878,39.1012348,-76.0564121,3,,,POINT (1580109.2842924707 523835.4873660063),0.0038653631647158,0.0038653631647158,4.1053369893152107e-05,4.1053369893152107e-05,8.542867539604824e-17,8.542867539604824e-17,0.7418271541372651,0.7418271541372651
182827887,38.8442544,-76.3729519,3,,,POINT (1490924.9313670078 429471.6237716593),0.0028563009753282,0.0028563009753282,2.4519186206087313e-05,2.4519186206087313e-05,-4.2143342852313824e-19,-4.2143342852313824e-19,0.7455631327809156,0.7455631327809156
182827917,38.8696756,-76.3616804,3,,,POINT (1494070.4045565184 438751.94633202127),0.0005729017473503,0.0005729017473503,2.6601058618522235e-05,2.6601058618522235e-05,-5.153714858600055e-19,-5.153714858600055e-19,0.7333127537900127,0.7333127537900127
182827921,38.8691858,-76.3618521,1,turning_circle,,POINT (1494022.7674822658 438573.2253346103),0.0,0.0,2.6561181451364925e-05,2.6561181451364925e-05,1.7786652131910214e-18,1.7786652131910214e-18,0.7333509602400338,0.7333509602400338
182827937,39.2419312,-75.888413,1,turning_circle,,POINT (1627158.6271476322 575612.8752754877),0.0,0.0,2.6218600360685237e-05,2.6218600360685237e-05,4.631195185159188e-09,4.631195185159188e-09,0.8409290364634958,0.8409290364634958
182828002,39.109263,-76.017457,1,,,POINT (1591132.2374970664 526875.9292911324),0.0,0.0,4.078146698255507e-05,4.078146698255507e-05,1.4223392659184671e-16,1.4223392659184671e-16,0.7797171344234025,0.7797171344234025
182828012,39.1095133,-76.0253083,3,,,POINT (1588903.529076891 526943.2047698287),0.2030520560852753,0.2030520560852753,4.1962936980498664e-05,4.1962936980498664e-05,1.3952106298624482e-15,1.3952106298624482e-15,0.8058731884092318,0.8058731884092318
182828039,39.0479906,-76.0533961,3,,,POINT (1581166.2272324173 504453.2237836133),0.0079889425038104,0.0079889425038104,4.8437848577272026e-05,4.8437848577272026e-05,3.1055678013543973e-16,3.1055678013543973e-16,0.7934057978830832,0.7934057978830832
182828041,39.0488984,-76.052878,3,,,POINT (1581309.930363848 504785.3616406298),0.0001652222374521,0.0001652222374521,4.8309001520640074e-05,4.8309001520640074e-05,3.100281167744569e-17,3.100281167744569e-17,0.7917159329800318,0.7917159329800318
182828046,39.0508554,-76.0522751,1,,,POINT (1581473.744117306 505499.8586777437),0.0,0.0,4.825309443772823e-05,4.825309443772823e-05,8.235210264134587e-19,8.235210264134587e-19,0.7952004208777902,0.7952004208777902
182828055,39.1305616,-75.9758693,3,,,POINT (1602845.3109895785 534762.4247526038),0.030149980424489,0.030149980424489,3.772502513127734e-05,3.772502513127734e-05,1.6087363188844964e-10,1.6087363188844964e-10,0.8155299340849632,0.8155299340849632
182828094,39.1395627,-75.9815915,4,,,POINT (1601185.6109477011 538022.4164463768),0.0315302796630549,0.0315302796630549,3.762150257606939e-05,3.762150257606939e-05,1.8362128692489164e-11,1.8362128692489164e-11,0.8244076528939088,0.8244076528939088
182828124,39.1409428,-75.9836593,3,,,POINT (1600593.548059388 538518.5058097523),0.0133933430130199,0.0133933430130199,3.7865993320775714e-05,3.7865993320775714e-05,6.2680254019205434e-12,6.2680254019205434e-12,0.8300488314064831,0.8300488314064831
182828136,39.1421148,-75.9853969,3,,,POINT (1600095.9974624917 538939.860536754),0.0596485929024203,0.0596485929024203,3.8068410091540176e-05,3.8068410091540176e-05,2.368901900694157e-12,2.368901900694157e-12,0.8366879079574926,0.8366879079574926
182828144,39.1855429,-75.8767292,3,,,POINT (1630720.2631129248 555116.9250785722),0.0410274804060215,0.0410274804060215,2.935968256062343e-05,2.935968256062343e-05,0.0482887136895004,0.0482887136895004,0.8345283619069254,0.8345283619069254
182828147,39.1882058,-75.8770599,1,,,POINT (1630614.602081481 556085.5852859784),0.0,0.0,2.910555835019342e-05,2.910555835019342e-05,0.0048024645162377,0.0048024645162377,0.8262912377362069,0.8262912377362069
182828214,39.120862,-75.9337517,3,,,POINT (1614833.3836158847 531366.7018281956),0.0039586033344851,0.0039586033344851,3.6323601573040904e-05,3.6323601573040904e-05,3.186645267156914e-08,3.186645267156914e-08,0.8284946901303438,0.8284946901303438
182828219,39.1170913,-75.9340413,1,,,POINT (1614767.2624577472 529992.4879130456),0.0,0.0,3.577774607118825e-05,3.577774607118825e-05,3.169218988125073e-09,3.169218988125073e-09,0.8080145667509782,0.8080145667509782
182828220,38.9568672,-76.2954484,3,,,POINT (1512681.9325787942 470644.84367039416),0.0221061279967562,0.0221061279967562,3.9153935739309866e-05,3.9153935739309866e-05,1.2385695002349397e-18,1.2385695002349397e-18,0.7156389975343819,0.7156389975343819
182828232,38.9741272,-76.2956737,3,,,POINT (1512569.3675515815 476930.3100513353),0.0011453110290152,0.0011453110290152,4.103976174501676e-05,4.103976174501676e-05,-9.933957917127456e-19,-9.933957917127456e-19,0.730340651206246,0.730340651206246
182828235,38.9738718,-76.2976236,1,,,POINT (1512015.7501856184 476833.0240935138),0.0,0.0,4.075394433776591e-05,4.075394433776591e-05,2.2116663535619472e-18,2.2116663535619472e-18,0.7260513880353655,0.7260513880353655
182828253,38.921723,-75.9544409,1,,,POINT (1609794.6917086965 458775.6224405766),0.0,0.0,3.099892821396613e-05,3.099892821396613e-05,-1.5584343748227254e-19,-1.5584343748227254e-19,0.8071684805756556,0.8071684805756556
182828300,38.998436,-76.3009885,3,,,POINT (1510990.642873524 485771.81773083314),6.845273027079867e-05,6.845273027079867e-05,3.702510603571038e-05,3.702510603571038e-05,5.640814594053021e-20,5.640814594053021e-20,0.6943509812710632,0.6943509812710632
182828303,38.9990197,-76.2978812,3,,,POINT (1511872.074596726 485991.17524639174),0.0019409714213955,0.0019409714213955,3.673564050826996e-05,3.673564050826996e-05,2.838849616858964e-18,2.838849616858964e-18,0.682105127647394,0.682105127647394
182828317,38.9843095,-76.2857269,3,,,POINT (1515368.1055985568 480660.60502745846),0.0057446122202076,0.0057446122202076,4.1618292775319424e-05,4.1618292775319424e-05,1.1245703669383383e-19,1.1245703669383383e-19,0.7380636791061956,0.7380636791061956
182828353,39.199103,-76.0564159,3,,,POINT (1579739.7721427225 559478.9874552593),0.0113987749095299,0.0113987749095299,2.833702094967886e-05,2.833702094967886e-05,1.3514850425191614e-16,1.3514850425191614e-16,0.7007419337176461,0.7007419337176461
182828357,39.200374,-76.059579,1,,,POINT (1578838.6323516201 559932.6407435302),0.0,0.0,2.8092678185482037e-05,2.8092678185482037e-05,1.1370426082239405e-17,1.1370426082239405e-17,0.6950200247001492,0.6950200247001492
182828380,39.1414325,-75.9171316,4,,,POINT (1619459.4916574245 538913.7983804996),0.033126360949441,0.033126360949441,3.445311961761989e-05,3.445311961761989e-05,1.8498685395046095e-07,1.8498685395046095e-07,0.8431490083008926,0.8431490083008926
182828397,39.1533787,-75.912651,3,,,POINT (1620678.4051544683 543279.6193812684),0.0053051686736011,0.0053051686736011,3.3117098021952956e-05,3.3117098021952956e-05,6.652288063779615e-09,6.652288063779615e-09,0.8270810248887089,0.8270810248887089
182828408,39.1526392,-75.904393,3,,,POINT (1623023.2838655857 543038.297825511),0.003623316280341,0.003623316280341,3.254080298878996e-05,3.254080298878996e-05,4.610343703649041e-07,4.610343703649041e-07,0.8285756810120825,0.8285756810120825
182828423,39.0494095,-76.054363,3,,,POINT (1580886.2876843528 504967.1272040775),0.0003857647868977,0.0003857647868977,4.858710893132554e-05,4.858710893132554e-05,3.499226612034997e-18,3.499226612034997e-18,0.7969067221133486,0.7969067221133486
182828436,38.9173846,-76.1214314,3,,,POINT (1562302.8372092259 456694.9692772937),0.0017167353793093,0.0017167353793093,3.697667301475587e-05,3.697667301475587e-05,4.72368726643381e-19,4.72368726643381e-19,0.6765058976933965,0.6765058976933965
182828464,38.924341,-76.2630416,3,,,POINT (1521992.6428285271 458871.89745938237),0.0011415354587605,0.0011415354587605,3.451523556793469e-05,3.451523556793469e-05,2.3000247240900684e-18,2.3000247240900684e-18,0.6561477946637133,0.6561477946637133
182828467,38.9248262,-76.262009,4,,,POINT (1522284.97424195 459050.9748866887),0.0005753640757773,0.0005753640757773,3.45402861306564e-05,3.45402861306564e-05,1.0931671780614965e-18,1.0931671780614965e-18,0.6547146082775853,0.6547146082775853
182828471,38.9252498,-76.2609267,4,,,POINT (1522591.6220059346 459207.7360764106),0.001723301588448,0.001723301588448,3.450648340698161e-05,3.450648340698161e-05,2.613113092935025e-18,2.613113092935025e-18,0.6518653529976824,0.6518653529976824
182828522,39.2012276,-75.7613482,3,,,POINT (1663345.091091866 561252.2014996997),0.0010532199458451,0.0010532199458451,2.252912053998707e-05,2.252912053998707e-05,4.113632214012586e-07,4.113632214012586e-07,0.8390252748729667,0.8390252748729667
182828536,39.2083586,-75.7698857,3,,,POINT (1660890.8702429915 563816.5312612486),0.0006825574399663,0.0006825574399663,2.241273174736193e-05,2.241273174736193e-05,1.556688601507797e-07,1.556688601507797e-07,0.8190055810138908,0.8190055810138908
182828545,39.2165779,-75.7750315,3,,,POINT (1659392.7088810212 566790.3259410112),0.0031023696628005,0.0031023696628005,2.2927587162153218e-05,2.2927587162153218e-05,1.1384032370423313e-06,1.1384032370423313e-06,0.841752695873942,0.841752695873942
182828558,39.0381589,-76.0025209,3,,,POINT (1595653.1756528947 501026.48813760467),0.0051574289679807,0.0051574289679807,4.399925710756921e-05,4.399925710756921e-05,6.490766060997753e-14,6.490766060997753e-14,0.7826500173312332,0.7826500173312332
182828587,39.0344014,-75.9889603,1,,,POINT (1599519.8639534158 499700.43017652055),0.0,0.0,4.130020841541854e-05,4.130020841541854e-05,6.453642207213201e-15,6.453642207213201e-15,0.7579890659858386,0.7579890659858386
182828645,38.8732183,-76.3641521,3,,,POINT (1493357.7096082799 440037.244318328),0.0011441619424159,0.0011441619424159,2.6782131540302737e-05,2.6782131540302737e-05,3.0731493548712474e-18,3.0731493548712474e-18,0.7356037675888343,0.7356037675888343
182828650,38.8731796,-76.3629156,4,,,POINT (1493709.829666342 440025.60457444744),0.0022886521952889,0.0022886521952889,2.6859187431982137e-05,2.6859187431982137e-05,2.625929146872807e-18,2.625929146872807e-18,0.7363734790422487,0.7363734790422487
182828658,38.8735367,-76.3615276,3,,,POINT (1494104.072787295 440158.4168840432),0.0045684400082405,0.0045684400082405,2.6950783203964076e-05,2.6950783203964076e-05,2.60268510669661e-18,2.60268510669661e-18,0.7359586640469333,0.7359586640469333
182828669,38.8742154,-76.3604895,3,,,POINT (1494397.8786360968 440407.660060296),0.00513822280625,0.00513822280625,2.703588794987509e-05,2.703588794987509e-05,1.6823603127315829e-18,1.6823603127315829e-18,0.7352041629822266,0.7352041629822266
182828687,38.8752647,-76.3591699,3,,,POINT (1494770.8702722776 440792.43716419727),0.0085611876302469,0.0085611876302469,2.7155189519716415e-05,2.7155189519716415e-05,1.7991561301778812e-18,1.7991561301778812e-18,0.7348188155593769,0.7348188155593769
182828690,38.8764727,-76.3564837,3,,,POINT (1495532.4864554207 441237.755941417),0.009137536637395,0.009137536637395,2.7354434588812524e-05,2.7354434588812524e-05,9.15013044608997e-19,9.15013044608997e-19,0.7343643913396339,0.7343643913396339
182828696,38.8767305,-76.3552726,3,,,POINT (1495876.5979548849 441334.07637020835),0.010269058627219,0.010269058627219,2.7435255865295416e-05,2.7435255865295416e-05,1.7125361411499564e-18,1.7125361411499564e-18,0.734762865735326,0.734762865735326
182828715,38.8766481,-76.3511005,3,,,POINT (1497064.5154896842 441312.4827218887),0.0272131613095975,0.0272131613095975,2.7708800749752607e-05,2.7708800749752607e-05,-1.480588224489897e-18,-1.480588224489897e-18,0.7396245101229351,0.7396245101229351
182828744,39.0311164,-75.9655706,3,,,POINT (1606176.9861165157 498578.51547599473),0.0098712284310289,0.0098712284310289,3.993541825636371e-05,3.993541825636371e-05,2.8733952018437277e-12,2.8733952018437277e-12,0.7719065513503407,0.7719065513503407
182828750,39.0326811,-75.9486083,3,,,POINT (1610988.572098362 499203.40083490434),0.0015478196492166,0.0015478196492166,3.802228692888194e-05,3.802228692888194e-05,1.6829618698840498e-11,1.6829618698840498e-11,0.7653871111554645,0.7653871111554645
182828776,39.0375494,-75.935802,4,,,POINT (1614605.4516552736 501018.5083204366),0.004163797370069,0.004163797370069,3.696078673715015e-05,3.696078673715015e-05,1.6556871988764947e-10,1.6556871988764947e-10,0.7740035635042329,0.7740035635042329
182828808,39.0691276,-76.1224221,1,,,POINT (1561489.7016138304 511955.32393836795),0.0,0.0,4.448351071729319e-05,4.448351071729319e-05,-1.628661335844251e-18,-1.628661335844251e-18,0.7350616460461857,0.7350616460461857
182828849,39.0029165,-76.3035715,3,,,POINT (1510244.1284736416 487397.98400411697),0.0052935136523799,0.0052935136523799,3.65770269476373e-05,3.65770269476373e-05,1.0734139564168649e-18,1.0734139564168649e-18,0.7011660301552327,0.7011660301552327
182828852,39.0026314,-76.3043025,1,turning_circle,,POINT (1510037.1891309416 487292.5679394222),0.0,0.0,3.648274177258624e-05,3.648274177258624e-05,2.0082415267598247e-18,2.0082415267598247e-18,0.6967539486297674,0.6967539486297674
182828874,39.1689232,-75.8273767,3,,,POINT (1644786.0186786992 549240.0865284791),0.003502087644118,0.003502087644118,2.6737067316489685e-05,2.6737067316489685e-05,8.345912870641502e-05,8.345912870641502e-05,0.8278222876779238,0.8278222876779238
182828929,39.2195717,-75.9133805,3,,,POINT (1620184.5826039608 567384.3946420732),0.0167357076198394,0.0167357076198394,2.8893393099297047e-05,2.8893393099297047e-05,0.0002083334163807,0.0002083334163807,0.8497834765836558,0.8497834765836558
182828990,39.0394786,-76.1159321,1,,,POINT (1563436.813467765 501175.14333457255),0.0,0.0,4.841623345017166e-05,4.841623345017166e-05,-5.048387287538565e-19,-5.048387287538565e-19,0.7499899979108541,0.7499899979108541
182829002,38.9684197,-76.2959754,4,,,POINT (1512499.628731623 474851.01788726787),0.0012848429732123,0.0012848429732123,4.06958997101835e-05,4.06958997101835e-05,9.487820464149396e-19,9.487820464149396e-19,0.7299288636797906,0.7299288636797906
182829021,38.9711609,-76.2950313,4,,,POINT (1512760.3368178054 475851.41436474875),0.0039871663442384,0.0039871663442384,4.120986366688644e-05,4.120986366688644e-05,-1.4138665731832702e-18,-1.4138665731832702e-18,0.7375803864164244,0.7375803864164244
182829025,38.9723808,-76.2952968,4,,,POINT (1512681.4255634022 476295.1104096686),0.0050916027213653,0.0050916027213653,4.1372965167942384e-05,4.1372965167942384e-05,-1.590070364250516e-20,-1.590070364250516e-20,0.7415481403587231,0.7415481403587231
182829033,38.9736028,-76.2955556,4,,,POINT (1512604.41573189 476739.58630683913),0.0017178844659086,0.0017178844659086,4.1139566011030675e-05,4.1139566011030675e-05,-9.112495035851541e-19,-9.112495035851541e-19,0.7335910500430198,0.7335910500430198
