osmid,y,x,street_count,highway,ref,geometry
182823694,39.0957394,-76.0778709,3,,,POINT (1574040.042684992 521771.8596744915)
182823718,39.098411,-76.076529,1,,,POINT (1574411.0264718898 522748.69306078297)
182823748,38.9026689,-76.1998175,1,turning_circle,,POINT (1540048.1291945698 451130.66245649906)
182823827,39.1668937,-75.9669124,4,,,POINT (1605236.2249057672 548023.0249875471)
182823858,39.1694553,-75.987133,3,,,POINT (1599493.141418961 548891.7106193134)
182823870,39.0420459,-76.067053,3,,,POINT (1577309.9767112373 502248.2939898351)
182823873,39.0423629,-76.0668167,3,,,POINT (1577375.9082162303 502364.42822459893)
182823881,39.0431902,-76.0661774,3,,,POINT (1577554.3932033868 502667.57944588806)
182823936,39.2081772,-75.840213,3,,,POINT (1640965.3430142226 563489.6192464434)
182824030,39.231263,-75.8521839,3,,,POINT (1637467.7883940681 571854.5143889105)
182824076,39.228628,-75.8865619,4,,,POINT (1627741.968532581 570774.2422699952)
182824096,39.2355337,-75.8774363,3,,,POINT (1630295.9548829119 573320.9498705534)
182824117,38.8822178,-76.3405573,3,,,POINT (1500051.2792081127 443362.4084662935)
182824125,38.8848579,-76.3406519,1,,,POINT (1500017.406125342 444323.70713120425)
182824135,38.8855803,-76.3377471,3,,,POINT (1500842.3344752844 444592.7819022575)
182824141,38.8875356,-76.3389259,3,,,POINT (1500501.6415095537 445302.4472839356)
182824176,38.9316325,-76.3343136,3,,,POINT (1501697.3499241187 461371.62340522424)
182824192,39.0499182,-76.0558407,3,,,POINT (1580464.733074919 505148.04709628783)
182824208,39.0508193,-76.0553265,4,,,POINT (1580607.3588630015 505477.72967067524)
182824223,39.0517273,-76.0548083,3,,,POINT (1580751.0908119024 505809.93777068664)
182824236,39.0329778,-75.8859462,3,,,POINT (1628785.9702976057 499522.5636820385)
182824251,39.0490635,-75.8867822,3,,,POINT (1628477.0722140172 505377.78835385246)
182824275,39.0759312,-75.8835087,3,,,POINT (1629286.9913313864 515173.91601629194)
182824304,39.083996,-75.8888609,4,,,POINT (1627731.916189962 518092.4592667262)
182824369,39.2597147,-75.8659386,1,,,POINT (1633443.0593299728 582167.9224782479)
182824388,38.9822974,-76.2810335,3,,,POINT (1516707.9618190965 479938.2846166054)
182824397,39.0478763,-76.1690176,3,,,POINT (1548331.4641358845 504091.90110222815)
182824424,39.0475665,-76.1639033,1,,,POINT (1549784.9091196796 503992.3357629264)
182824453,39.0503106,-76.0538487,4,,,POINT (1581028.9375774432 505296.81235472654)
182824458,39.0511696,-76.0563444,3,,,POINT (1580316.981694153 505602.31583352474)
182824473,38.8934949,-76.3545457,4,,,POINT (1496040.3615000097 447440.94310742547)
182824476,38.8945762,-76.354527,3,,,POINT (1496042.8992637093 447834.7785571471)
182824488,38.8934594,-76.3503608,3,,,POINT (1497231.521647204 447436.4632437268)
182824496,39.1691007,-76.0230189,3,,,POINT (1589320.8625670287 548651.6818820752)
182824554,39.1670027,-76.0343184,3,,,POINT (1586125.5098650015 547853.5041230299)
182824583,38.9640463,-76.2057775,3,,,POINT (1538157.6110212887 473468.7141597362)
182824588,38.9651037,-76.2045391,3,,,POINT (1538506.364435906 473856.8738241942)
182824594,38.9652666,-76.204057,1,,,POINT (1538642.9185860837 473917.3950610826)
182824633,39.1397446,-75.9851225,3,,,POINT (1600183.4166308574 538077.510258196)
182824643,39.1408666,-75.9865905,3,,,POINT (1599762.5288304137 538481.5117176974)
182824658,39.249063,-75.87594,1,,,POINT (1630659.0799174702 578253.5354825391)
182824663,39.2492789,-75.8733605,3,,,POINT (1631388.5669294463 578341.1714582945)
182824665,39.2495517,-75.8709524,3,,,POINT (1632069.2565521523 578448.9506620005)
182824694,39.0463933,-76.0636667,3,,,POINT (1578255.481500332 503841.42112170905)
182824705,38.9103246,-76.1192984,3,,,POINT (1562934.5016218869 454129.68720311054)
182824716,38.9102192,-76.1203175,3,,,POINT (1562644.899162377 454088.5064123936)
182824742,38.8943081,-76.1132624,1,,,POINT (1564708.6305691656 448313.397541234)
182824796,39.057588,-76.1292582,1,turning_circle,,POINT (1559588.990712533 507734.0822429443)
182824906,38.9615932,-76.3100501,3,,,POINT (1508516.829247968 472334.30313524243)
182824928,38.9141231,-76.1757219,3,,,POINT (1546867.3522796072 455363.1136922374)
182824948,39.0618527,-75.8652167,1,,,POINT (1634543.253701055 510110.7928153318)
182824954,39.0699405,-75.855589,3,,,POINT (1637239.864803929 513090.35341960494)
182824963,39.0117894,-75.9320607,3,,,POINT (1615777.823108855 491649.5691855412)
182824979,39.0139151,-75.9358622,3,,,POINT (1614688.6908570915 492411.09725757735)
182825022,39.0170001,-75.9356576,1,turning_circle,,POINT (1614733.7218669734 493535.27718890755)
182825067,39.06407,-76.087612,1,,,POINT (1571390.828002041 510210.27370183065)
182825094,39.0674004,-76.1366291,3,,,POINT (1557462.2205126963 511287.8248294257)
182825119,39.07228,-76.1391851,3,,,POINT (1556719.7844375498 513058.0985854974)
182825140,39.2142944,-75.9132649,4,,,POINT (1620240.2128996986 565462.796197079)
182825206,39.2430976,-75.8772996,4,,,POINT (1630300.7918559494 576076.1962533144)
182825229,39.1463232,-75.9163631,3,,,POINT (1619656.3010152336 540697.5399581562)
182825233,39.1467226,-75.918187,1,,,POINT (1619137.338445696 540836.8635137837)
182825240,38.8748888,-76.3422733,1,,,POINT (1499582.041302631 440689.7513365108)
182825247,38.9132529,-76.3643546,3,,,POINT (1493198.5358050212 454617.0223521019)
182825256,38.9134303,-76.3581113,1,,,POINT (1494974.5018129584 454694.05995595164)
182825271,38.8742581,-76.3377511,4,,,POINT (1500871.1094379234 440469.3659204335)
182825274,38.8743197,-76.3362477,3,,,POINT (1501298.945198244 440494.90833814035)
182825288,39.0931043,-76.0668369,3,,,POINT (1577181.2639493202 520843.9922752294)
182825320,38.9117346,-76.3580268,3,,,POINT (1495002.8876679298 454076.6711125524)
182825324,38.9126633,-76.3578753,3,,,POINT (1495043.6161107437 454415.19803446694)
182825332,39.154032,-75.9808743,3,,,POINT (1601330.1906302792 543294.3407063136)
182825357,39.1574056,-75.9823549,1,,,POINT (1600896.6532329882 544518.3099211382)
182825367,38.9605807,-76.2946666,3,,,POINT (1512893.7930937158 471998.9869381446)
182825373,38.9604781,-76.296705,3,,,POINT (1512314.4783363955 471957.14897380077)
182825380,38.960427,-76.2975566,3,,,POINT (1512072.4755559212 471936.6743414137)
182825447,39.0714753,-76.0532862,3,,,POINT (1581108.7357500808 513006.46331191465)
182825483,38.9686453,-76.3413827,3,,,POINT (1499589.2311481026 474836.8277561019)
182825484,38.9677496,-76.3379777,3,,,POINT (1500559.6751203777 474517.6218497002)
182825655,38.9970146,-75.9892186,3,,,POINT (1599597.2609208827 486083.91727929027)
182825672,39.0078034,-75.9852892,3,,,POINT (1600670.2721882463 490025.40899472847)
182825694,38.9137731,-76.1619991,3,,,POINT (1550772.987887642 455271.1984267842)
182825702,38.9138725,-76.1639566,1,,,POINT (1550215.6982801277 455302.2914868302)
182825709,39.218514,-75.761245,3,,,POINT (1663288.9006859022 567548.1451888016)
182825712,39.220054,-75.763679,1,,,POINT (1662591.7637911343 568099.6523815107)
182825733,38.9707888,-76.2434458,3,,,POINT (1527427.1706862515 475833.2995438152)
182825748,38.9589431,-76.2041444,3,,,POINT (1538638.1465733997 471614.2283187723)
182825750,38.9595896,-76.2041716,1,,,POINT (1538628.3597387047 471849.60904475354)
182825761,38.9615422,-76.1998475,3,,,POINT (1539851.6563503738 472571.4723399355)
182825765,38.9619146,-76.1988417,3,,,POINT (1540136.4508605069 472709.6046173109)
182825771,38.9622693,-76.1978789,3,,,POINT (1540409.0726926294 472841.18645135034)
182825775,38.9625267,-76.1971706,3,,,POINT (1540609.641110548 472936.69907386106)
182825922,39.04007,-76.0911376,3,,,POINT (1570476.8512121323 501459.6830342735)
182825926,39.03703,-76.093894,1,,,POINT (1569704.9700765747 500344.76010913623)
182825939,39.2142999,-76.0244044,3,,,POINT (1588752.1393087127 565109.1061130246)
182825947,39.2148609,-76.0245119,1,turning_circle,,POINT (1588719.4988183014 565313.0990422227)
182825996,38.919954,-76.2008876,1,turning_circle,,POINT (1539688.5045901297 457422.97801988997)
182826053,38.9876565,-76.1308351,1,,,POINT (1559383.7227742078 482261.3870755951)
182826091,39.0880127,-75.8513225,3,,,POINT (1638368.268815448 519687.1609299544)
182826135,39.0888755,-75.8667608,3,,,POINT (1633982.672162965 519946.61284126004)
182826192,39.2386948,-75.8895178,1,turning_circle,,POINT (1626860.079123542 574430.368858149)
182826200,38.9615237,-76.1934377,1,,,POINT (1541674.250004185 472580.77389102214)
182826219,39.2428455,-75.9005605,3,,,POINT (1623714.3578510748 575904.2005529994)
182826256,38.9600203,-76.2970832,1,,,POINT (1512208.2238563732 471789.5935730805)
182826272,38.9569723,-76.1637271,1,turning_circle,,POINT (1550137.202556377 470999.2260987024)
182826275,38.957379,-76.1654707,3,,,POINT (1549640.0507809692 471142.80385255534)
182826280,38.957674,-76.1668229,1,turning_circle,,POINT (1549254.5703477215 471246.72695097455)
182826288,39.094786,-75.9219679,3,,,POINT (1618288.4970948347 521909.3651883529)
182826295,39.2080525,-75.9268313,3,,,POINT (1616423.3284300067 563144.0286665313)
182826372,39.2227391,-75.9280382,3,,,POINT (1616018.5490563586 568488.8662234283)
182826399,38.9057732,-76.1923597,3,,,POINT (1542160.3962441212 452279.8908829946)
182826410,39.2385776,-75.9301638,3,,,POINT (1615348.7939536017 574250.2053861041)
182826421,39.236929,-75.931587,1,,,POINT (1614952.7400795538 573645.060826193)
182826455,39.0156421,-75.933642,1,turning_circle,,POINT (1615312.143163765 493047.4008695072)
182826475,38.9688578,-76.2431929,4,,,POINT (1527504.9004158303 475130.64263606316)
182826490,38.9700115,-76.2494743,3,,,POINT (1525715.5955491944 475536.0659881047)
182826494,38.9674006,-76.2481654,1,,,POINT (1526095.551270476 474588.2615401778)
182826546,39.245006,-75.8727946,3,,,POINT (1631568.0331661056 576786.9583070434)
182826571,38.8899751,-76.3385021,3,,,POINT (1500615.8316327701 446191.7588058326)
182826579,38.8911953,-76.3384833,1,,,POINT (1500617.9623355807 446636.1804534647)
182826585,39.1376173,-75.8252388,3,,,POINT (1645538.8310141228 537846.6256847254)
182826604,39.1441823,-75.8195927,4,,,POINT (1647109.2636304651 540258.1726142948)
182826612,39.1454678,-75.8192346,3,,,POINT (1647204.762957068 540727.6491502216)
182826653,39.1532317,-75.7974417,4,,,POINT (1653347.7319100548 543635.8391490463)
182826661,39.1605692,-75.7801813,4,,,POINT (1658206.3275316418 546372.9984383571)
182826667,39.1676224,-75.7710072,3,,,POINT (1660772.8492715228 548976.570244054)
182826721,38.9807946,-76.3063704,1,,,POINT (1509509.9732509777 479335.250153123)
182826731,38.9840742,-76.3147404,3,,,POINT (1507121.737116712 480511.69209374004)
182826739,38.9846699,-76.3137476,1,,,POINT (1507402.3082608632 480730.7625828336)
182826749,38.9653868,-76.3362651,4,,,POINT (1501052.8485051037 473660.6407361959)
182826752,38.9675432,-76.3342856,3,,,POINT (1501609.9401070336 474450.08613064163)
182826767,38.9706129,-76.3331202,3,,,POINT (1501933.1138122624 475570.4701960869)
182826813,39.2069204,-76.0497998,3,,,POINT (1581585.029913257 562345.5627706631)
182826817,39.2074254,-76.0493781,3,,,POINT (1581702.6042256602 562530.7299782638)
182826853,39.2112912,-76.0453877,3,,,POINT (1582818.5612012346 563950.4703177764)
182826861,39.2126178,-76.0430671,3,,,POINT (1583471.0026982673 564440.508167404)
182826874,39.2164118,-76.0368337,3,,,POINT (1585222.5273928242 565840.874062874)
182826887,39.2045708,-76.0518527,3,,,POINT (1581012.22420932 561483.780160976)
182826903,38.9646488,-76.1926497,4,,,POINT (1541888.2406508417 473720.8809854042)
182826959,39.1914545,-76.0142465,3,,,POINT (1591719.9421165434 556819.6755809442)
182826962,39.1915729,-76.0158551,1,turning_circle,,POINT (1591263.5793875796 556857.8779654241)
182826968,39.113318,-76.029227,1,,,POINT (1587776.9009809934 528317.0069370581)
182826975,38.9545091,-76.1606285,1,turning_circle,,POINT (1551026.5467219083 470110.24701582885)
182826999,38.9553879,-76.1664458,3,,,POINT (1549369.4011614567 470415.13702559064)
182827020,39.1978245,-75.9363913,3,,,POINT (1613757.9653321528 559387.299435734)
182827033,39.207128,-75.9430571,3,,,POINT (1611829.7472364483 562753.6853453557)
182827059,39.2197719,-75.9522126,4,,,POINT (1609182.6988545482 567328.6949813686)
182827107,39.0297629,-75.8870486,3,,,POINT (1628487.118768354 498347.9380127327)
182827122,39.0321064,-75.8869205,1,turning_circle,,POINT (1628513.0992913332 499201.84018893243)
182827135,39.2131759,-75.9754884,3,,,POINT (1602615.670949732 564851.5719598575)
182827146,39.2144202,-75.9711503,3,,,POINT (1603839.654270215 565318.5715158066)
182827157,39.215257,-75.9682684,3,,,POINT (1604652.708561906 565632.5507937946)
182827168,39.2178017,-75.959159,3,,,POINT (1607222.9807413802 566588.6320566976)
182827208,39.2245151,-75.9353268,3,,,POINT (1613946.2533830365 569111.5228758758)
182827227,39.2319705,-75.9133706,4,,,POINT (1620133.6340007454 571900.0718810637)
182827243,39.2198686,-75.9518859,3,,,POINT (1609274.847828041 567364.9757588033)
182827247,39.2213005,-75.946759,3,,,POINT (1610721.267032223 567903.1927245121)
182827271,39.1958451,-76.0337681,3,,,POINT (1586170.3391799997 558359.5884407723)
182827320,39.2051357,-76.003393,4,,,POINT (1594741.5618310696 561835.7877353007)
182827340,38.9985757,-76.3101771,3,,,POINT (1508378.9394709303 485802.8316003106)
182827342,38.9985632,-76.3085987,3,,,POINT (1508827.5405473935 485801.6726919754)
182827348,38.998632,-76.3066742,4,,,POINT (1509374.2752554927 485830.8774562861)
182827355,38.9992219,-76.3035312,3,,,POINT (1510265.8464938526 486052.51547615207)
182827359,38.9996148,-76.3014787,4,,,POINT (1510848.0473430527 486200.0645075075)
182827366,38.999915,-76.2999016,3,,,POINT (1511295.3991444742 486312.8292591423)
182827377,39.0002923,-76.2979261,4,,,POINT (1511855.7500156905 486454.5516715531)
182827387,39.069359,-76.049121,3,,,POINT (1582299.2338654343 512248.01470067934)
182827421,39.0021966,-76.3062142,1,turning_circle,,POINT (1509495.1363774103 487130.0812871679)
182827534,38.9124667,-76.2021905,1,turning_circle,,POINT (1539341.6583873064 454692.9667925951)
182827552,38.9822535,-76.3196697,3,,,POINT (1505725.5315974397 479838.12323094666)
182827559,38.985312,-76.3144985,3,,,POINT (1507187.1116823195 480963.0081419628)
182827571,38.9882205,-76.311562,3,,,POINT (1508013.8049348618 482028.5489827857)
182827621,39.0616593,-76.0953368,1,turning_circle,,POINT (1569206.2767747084 509310.48533601395)
182827708,38.9954466,-76.3086639,3,,,POINT (1508817.6072904123 484666.4818154783)
182827718,38.9381264,-76.2866327,3,,,POINT (1515242.0717026372 463839.084695954)
182827724,38.9406278,-76.2872966,3,,,POINT (1515046.1254206232 464748.59529344697)
182827726,38.9700154,-76.2788818,3,,,POINT (1517354.9276101638 475470.09482574987)
182827735,38.93959,-76.2700382,3,,,POINT (1519957.8014649376 464409.42644121527)
182827739,38.9396766,-76.2706202,1,turning_circle,,POINT (1519792.0140781486 464439.64212348656)
182827758,38.8816499,-76.3375251,3,,,POINT (1500915.9127942317 443161.8355696746)
182827776,38.986935,-76.3148553,3,,,POINT (1507081.2571759268 481553.33442886407)
182827786,39.0775385,-75.9334664,4,,,POINT (1615098.6643042017 515589.701956561)
182827807,39.0788677,-75.9459985,3,,,POINT (1611535.6548146966 516032.46110777947)
182827822,39.0775674,-75.9561089,4,,,POINT (1608671.1345214506 515525.9288142333)
182827834,39.076134,-75.9718721,3,,,POINT (1604202.3869862277 514953.1169928063)
182827849,39.2156932,-76.0332914,1,,,POINT (1586228.881794565 565589.7651688686)
182827858,38.915961,-76.2041923,1,,,POINT (1538760.9892497086 455960.5696869106)
182827860,39.0047697,-75.9195322,3,,,POINT (1619367.7599562297 489135.01735727186)
182827862,39.0077323,-75.9197316,1,,,POINT (1619298.33154192 490213.26875523065)
182827878,39.1012348,-76.0564121,3,,,POINT (1580109.2842924707 523835.4873660063)
182827887,38.8442544,-76.3729519,3,,,POINT (1490924.9313670078 429471.6237716593)
182827917,38.8696756,-76.3616804,3,,,POINT (1494070.4045565184 438751.94633202127)
182827921,38.8691858,-76.3618521,1,turning_circle,,POINT (1494022.7674822658 438573.2253346103)
182827937,39.2419312,-75.888413,1,turning_circle,,POINT (1627158.6271476322 575612.8752754877)
182828002,39.109263,-76.017457,1,,,POINT (1591132.2374970664 526875.9292911324)
182828012,39.1095133,-76.0253083,3,,,POINT (1588903.529076891 526943.2047698287)
182828039,39.0479906,-76.0533961,3,,,POINT (1581166.2272324173 504453.2237836133)
182828041,39.0488984,-76.052878,3,,,POINT (1581309.930363848 504785.3616406298)
182828046,39.0508554,-76.0522751,1,,,POINT (1581473.744117306 505499.8586777437)
182828055,39.1305616,-75.9758693,3,,,POINT (1602845.3109895785 534762.4247526038)
182828094,39.1395627,-75.9815915,4,,,POINT (1601185.6109477011 538022.4164463768)
182828124,39.1409428,-75.9836593,3,,,POINT (1600593.548059388 538518.5058097523)
182828136,39.1421148,-75.9853969,3,,,POINT (1600095.9974624917 538939.860536754)
182828144,39.1855429,-75.8767292,3,,,POINT (1630720.2631129248 555116.9250785722)
182828147,39.1882058,-75.8770599,1,,,POINT (1630614.602081481 556085.5852859784)
182828214,39.120862,-75.9337517,3,,,POINT (1614833.3836158847 531366.7018281956)
182828219,39.1170913,-75.9340413,1,,,POINT (1614767.2624577472 529992.4879130456)
182828220,38.9568672,-76.2954484,3,,,POINT (1512681.9325787942 470644.84367039416)
182828232,38.9741272,-76.2956737,3,,,POINT (1512569.3675515815 476930.3100513353)
182828235,38.9738718,-76.2976236,1,,,POINT (1512015.7501856184 476833.0240935138)
182828253,38.921723,-75.9544409,1,,,POINT (1609794.6917086965 458775.6224405766)
182828300,38.998436,-76.3009885,3,,,POINT (1510990.642873524 485771.81773083314)
182828303,38.9990197,-76.2978812,3,,,POINT (1511872.074596726 485991.17524639174)
182828317,38.9843095,-76.2857269,3,,,POINT (1515368.1055985568 480660.60502745846)
182828353,39.199103,-76.0564159,3,,,POINT (1579739.7721427225 559478.9874552593)
182828357,39.200374,-76.059579,1,,,POINT (1578838.6323516201 559932.6407435302)
182828380,39.1414325,-75.9171316,4,,,POINT (1619459.4916574245 538913.7983804996)
182828397,39.1533787,-75.912651,3,,,POINT (1620678.4051544683 543279.6193812684)
182828408,39.1526392,-75.904393,3,,,POINT (1623023.2838655857 543038.297825511)
182828423,39.0494095,-76.054363,3,,,POINT (1580886.2876843528 504967.1272040775)
182828436,38.9173846,-76.1214314,3,,,POINT (1562302.8372092259 456694.9692772937)
182828464,38.924341,-76.2630416,3,,,POINT (1521992.6428285271 458871.89745938237)
182828467,38.9248262,-76.262009,4,,,POINT (1522284.97424195 459050.9748866887)
182828471,38.9252498,-76.2609267,4,,,POINT (1522591.6220059346 459207.7360764106)
182828522,39.2012276,-75.7613482,3,,,POINT (1663345.091091866 561252.2014996997)
182828536,39.2083586,-75.7698857,3,,,POINT (1660890.8702429915 563816.5312612486)
182828545,39.2165779,-75.7750315,3,,,POINT (1659392.7088810212 566790.3259410112)
182828558,39.0381589,-76.0025209,3,,,POINT (1595653.1756528947 501026.48813760467)
182828587,39.0344014,-75.9889603,1,,,POINT (1599519.8639534158 499700.43017652055)
182828645,38.8732183,-76.3641521,3,,,POINT (1493357.7096082799 440037.244318328)
182828650,38.8731796,-76.3629156,4,,,POINT (1493709.829666342 440025.60457444744)
182828658,38.8735367,-76.3615276,3,,,POINT (1494104.072787295 440158.4168840432)
182828669,38.8742154,-76.3604895,3,,,POINT (1494397.8786360968 440407.660060296)
182828687,38.8752647,-76.3591699,3,,,POINT (1494770.8702722776 440792.43716419727)
182828690,38.8764727,-76.3564837,3,,,POINT (1495532.4864554207 441237.755941417)
182828696,38.8767305,-76.3552726,3,,,POINT (1495876.5979548849 441334.07637020835)
182828715,38.8766481,-76.3511005,3,,,POINT (1497064.5154896842 441312.4827218887)
182828744,39.0311164,-75.9655706,3,,,POINT (1606176.9861165157 498578.51547599473)
182828750,39.0326811,-75.9486083,3,,,POINT (1610988.572098362 499203.40083490434)
182828776,39.0375494,-75.935802,4,,,POINT (1614605.4516552736 501018.5083204366)
182828808,39.0691276,-76.1224221,1,,,POINT (1561489.7016138304 511955.32393836795)
182828849,39.0029165,-76.3035715,3,,,POINT (1510244.1284736416 487397.98400411697)
182828852,39.0026314,-76.3043025,1,turning_circle,,POINT (1510037.1891309416 487292.5679394222)
182828874,39.1689232,-75.8273767,3,,,POINT (1644786.0186786992 549240.0865284791)
182828929,39.2195717,-75.9133805,3,,,POINT (1620184.5826039608 567384.3946420732)
182828990,39.0394786,-76.1159321,1,,,POINT (1563436.813467765 501175.14333457255)
182829002,38.9684197,-76.2959754,4,,,POINT (1512499.628731623 474851.01788726787)
182829021,38.9711609,-76.2950313,4,,,POINT (1512760.3368178054 475851.41436474875)
182829025,38.9723808,-76.2952968,4,,,POINT (1512681.4255634022 476295.1104096686)
182829033,38.9736028,-76.2955556,4,,,POINT (1512604.41573189 476739.58630683913)
182829056,38.9338546,-76.3587707,3,,,POINT (1494734.6325299295 462131.09404885967)
182829060,38.9340434,-76.3609017,1,,,POINT (1494127.9880999567 462195.6027179588)
182829068,39.0793968,-76.0594633,3,,,POINT (1579325.3770580639 515873.2871165179)
182829124,38.8407926,-76.3717723,3,,,POINT (1491269.5668679653 428213.19268289785)
182829131,38.8407886,-76.3744968,3,,,POINT (1490493.5804054628 428206.4072112273)
182829147,38.8771124,-76.3406948,4,,,POINT (1500025.567696036 441502.80073390884)
182829151,38.8770868,-76.3391781,4,,,POINT (1500457.4032354779 441496.5994813041)
182829154,38.8770614,-76.3376733,4,,,POINT (1500885.8508584097 441490.4536630594)
182829158,38.8770358,-76.3361565,4,,,POINT (1501317.7153790782 441484.2669128392)
182829162,38.8770122,-76.3347577,3,,,POINT (1501715.9830504358 441478.57089743175)
182829202,39.134564,-75.9970153,3,,,POINT (1596831.1315170375 536153.4795025893)
182829218,39.1401918,-75.999638,3,,,POINT (1596064.7698878322 538194.9359361577)
182829231,39.1416361,-76.0257334,3,,,POINT (1588658.0506251743 538640.8972903589)
182829241,39.1408827,-76.0215448,1,turning_circle,,POINT (1589848.9282407137 538379.2172726428)
182829255,39.2220542,-75.9813783,3,,,POINT (1600910.8339834085 568066.3949246865)
182829267,39.2253771,-75.9853684,1,,,POINT (1599767.028479227 569264.0170504047)
182829292,38.9989793,-76.1385813,3,,,POINT (1557143.1106113626 486364.15748599527)
182829302,39.0014819,-76.1363834,3,,,POINT (1557759.0972511119 487281.47981704754)
182829325,39.011442,-76.1288439,3,,,POINT (1559867.0136738634 490929.20384093205)
182829363,39.0236835,-76.1263129,3,,,POINT (1560543.488875755 495394.3144933395)
182829390,39.0272861,-76.1205353,3,,,POINT (1562172.1812467128 496722.10951662046)
182829420,39.0287271,-76.1018404,3,,,POINT (1567477.6933499563 497298.6156541101)
182829423,39.0290582,-76.100012,3,,,POINT (1567995.888522512 497424.3144952378)
182829464,39.0334708,-76.0805359,3,,,POINT (1573512.143493931 499086.47293746576)
182829500,39.154555,-75.9815528,4,,,POINT (1601135.6694393265 543482.66810027)
182829503,39.1544569,-75.9824814,3,,,POINT (1600872.7548960992 543444.004055342)
182829531,39.0510121,-76.0527303,3,,,POINT (1581343.8865157447 505555.5855758783)
182829535,39.0512187,-76.0533305,3,,,POINT (1581172.6648228234 505629.05917350703)
182829549,39.0519659,-76.0555015,3,,,POINT (1580553.3426434442 505894.7961282808)
182829561,38.8874301,-76.3587742,3,,,POINT (1494852.3986567967 445223.72750073636)
182829566,38.888045,-76.3587689,4,,,POINT (1494852.3341990735 445447.6778815339)
182829569,38.8891379,-76.3587528,4,,,POINT (1494854.1208820324 445845.73223205056)
182829571,38.8902379,-76.3587406,4,,,POINT (1494854.7792263534 446246.3646039176)
182829584,39.2499619,-75.8675415,1,,,POINT (1633033.2874393293 578610.310229835)
182829616,39.2508039,-75.8602991,3,,,POINT (1635080.3176846008 578942.4907258793)
182829631,39.2109534,-76.0337814,3,,,POINT (1586108.3283282705 563862.0402316545)
182829645,38.9358641,-76.155855,1,,,POINT (1552446.7424533379 463332.51177749835)
182829658,38.8757523,-76.362532,3,,,POINT (1493812.4947922407 440963.31397611415)
182829660,38.8703073,-76.3633461,3,,,POINT (1493594.5650729067 438978.6921408514)
182829664,38.8958904,-76.3470355,1,,,POINT (1498171.6057199365 448328.559198852)
182829678,38.8964404,-76.3503072,3,,,POINT (1497239.0502234534 448522.21973500657)
182829684,39.0536139,-76.07793,3,,,POINT (1574178.2370449724 506429.8678017037)
182829695,38.8659614,-76.3339061,3,,,POINT (1501987.7792968284 437455.7786266687)
182829710,38.866993,-76.3366299,1,turning_circle,,POINT (1501209.5278759752 437825.82675384515)
182829739,39.1540331,-76.0309385,1,,,POINT (1587133.8921336068 543140.1438486297)
182829768,38.8748126,-76.3546899,1,turning_circle,,POINT (1496047.41725955 440636.77214639005)
182829786,39.0179066,-75.9258041,3,,,POINT (1617529.2738561796 493898.1995636329)
182829829,39.0490301,-75.9443621,3,,,POINT (1612125.824914723 505171.3755800753)
182829835,39.0558434,-75.9459664,3,,,POINT (1611641.5872587184 507647.41736963)
182829845,39.0446563,-76.0650263,3,,,POINT (1577875.8436942745 503204.86498408474)
182829846,39.045201,-76.0661205,3,,,POINT (1577563.0613451484 503400.0584713668)
182829851,38.9700978,-76.1240475,1,,,POINT (1561374.3195424916 475885.1695402487)
182829870,38.8684946,-76.3348744,3,,,POINT (1501705.3627632651 438376.32688755536)
182829883,38.8687681,-76.3322807,1,turning_circle,,POINT (1502443.0870728036 438481.32294671715)
182829901,38.9461707,-76.2844668,1,,,POINT (1515835.1579278144 466773.5628770925)
182829917,39.0338215,-76.0774922,3,,,POINT (1574375.4010153427 499222.9167912859)
182830063,38.9904321,-76.3047168,3,,,POINT (1509953.2949931452 482848.7471939117)
182830074,38.991217,-76.3026864,3,,,POINT (1510528.1979084632 483139.00521219976)
182830084,38.9934047,-76.2998877,3,,,POINT (1511317.5334931125 483941.84190228814)
182830089,38.9942773,-76.2988857,3,,,POINT (1511599.8722248087 484261.82374233054)
182830114,39.002533,-76.2990117,3,,,POINT (1511540.9738862384 487268.2329302348)
182830122,39.0035637,-76.2998714,4,,,POINT (1511293.7899595944 487641.73419577465)
182830133,39.0054417,-76.3034629,3,,,POINT (1510267.9724584857 488317.8859922278)
182830159,39.0052468,-76.3050534,3,,,POINT (1509816.551281365 488243.4596439209)
182830188,39.0298001,-75.8989908,3,,,POINT (1625094.7314340014 498320.3489356787)
182830218,39.0490138,-75.9189074,3,,,POINT (1619354.472197722 505250.04036389035)
182830257,39.0630514,-75.9247972,4,,,POINT (1617621.684271272 510342.5691116705)
182830310,39.0826335,-75.934614,3,,,POINT (1614751.2454359762 517441.4330760942)
182830344,39.0903199,-75.9484972,3,,,POINT (1610778.3320463684 520195.0407612451)
182830350,39.0914108,-75.9500528,3,,,POINT (1610332.2613502543 520587.2527964945)
182830356,39.0916606,-75.9505249,3,,,POINT (1610197.2288888544 520676.6865022461)
182830364,39.0965485,-75.9571057,3,,,POINT (1608309.202590364 522435.4044096667)
182830371,39.0971764,-75.9581321,3,,,POINT (1608015.3111433603 522660.75316386187)
182830383,39.099189,-75.9606205,4,traffic_signals,,POINT (1607300.7898740352 523385.67218560225)
182830391,39.0996476,-75.9610332,3,,,POINT (1607181.773339236 523551.35665364575)
182830401,39.1056181,-75.9670323,3,,,POINT (1605454.7595895478 525706.4382704481)
182830415,39.1145593,-75.9762338,3,,,POINT (1602807.279568763 528933.337878352)
